post_id,influencer_id,platform,external_post_id,post_text,posted_at,likes_count,shares_count,comments_count,views_count,sentiment_score,virality_score,detected_products,momentum_flag
359,29,tiktok,GOLD-SIGNAL-359-359,Gold supplier feed shows active demand for Nordcrest Adjustable Dumbbells 359 in Strength Training with current retail price $222.82.,2026-05-02T12:27:36,2183,419,198,92886,0.5,99,359,mega_viral
360,30,twitter,GOLD-SIGNAL-360-360,Gold supplier feed shows active demand for Peakgear Volleyball 360 in Team Sports with current retail price $259.19. Product 360 remains part of the PeakGear gold-data catalog.,2026-05-02T08:00:00,1351,162,74,25518,0.15,63,360,rising
361,1,threads,GOLD-SIGNAL-361-361,Gold supplier feed shows active demand for Canyonridge Ski Goggles 361 in Winter Sports with current retail price $154.99.,2026-05-02T02:49:12,1621,223,108,35241,0.2,72,361,rising
362,2,youtube,GOLD-SIGNAL-362-362,Gold supplier feed shows active demand for Trailforge Trail Runner 362 in Footwear with current retail price $223.11. Product 362 remains part of the PeakGear gold-data catalog.,2026-05-01T21:38:24,294,45,23,8256,0.25,78,362,rising
363,3,instagram,GOLD-SIGNAL-363-363,Gold supplier feed shows active demand for Aerostride Cycling Jersey 363 in Cycling with current retail price $187.49. Product 363 remains part of the PeakGear gold-data catalog.,2026-05-01T16:27:36,353,61,32,10731,0.3,83,363,viral
364,4,tiktok,GOLD-SIGNAL-364-364,Gold supplier feed shows active demand for Hydrawave Smart Scale 364 in Uncategorized with current retail price $402.26.,2026-05-01T12:00:00,490,94,26,15900,0.35,92,364,viral
365,5,twitter,GOLD-SIGNAL-365-365,Gold supplier feed shows active demand for Trailforge Gps Fitness Watch 365 in Uncategorized with current retail price $475.59.,2026-05-01T06:49:12,2547,305,170,85251,0.4,99,365,mega_viral
366,6,threads,GOLD-SIGNAL-366-366,Gold supplier feed shows active demand for Hydrawave Foam Roller 366 in Running with current retail price $237.03. Product 366 remains part of the PeakGear gold-data catalog.,2026-05-01T01:38:24,894,123,70,33384,0.45,81,366,rising
367,7,youtube,GOLD-SIGNAL-367-367,Gold supplier feed shows active demand for Canyonridge Headlamp 367 in Outdoor with current retail price $377.4. Product 367 remains part of the PeakGear gold-data catalog.,2026-04-30T20:27:36,785,122,71,31815,0.5,82,367,viral
368,8,instagram,GOLD-SIGNAL-368-368,Gold supplier feed shows active demand for Summitpulse Outdoor Jacket 368 in Outdoor with current retail price $82.89. Product 368 remains part of the PeakGear gold-data catalog.,2026-04-30T16:00:00,619,107,34,27198,0.15,84,368,viral
369,9,tiktok,GOLD-SIGNAL-369-369,Gold supplier feed shows active demand for Hydrawave Hydration Belt 369 in Running with current retail price $281.92. Product 369 remains part of the PeakGear gold-data catalog.,2026-04-30T10:49:12,800,153,53,15600,0.2,63,369,normal
370,10,twitter,GOLD-SIGNAL-370-370,Gold supplier feed shows active demand for Canyonridge    Volleyball 370 in Team Sports with current retail price $109.98.,2026-05-07T05:38:24,1327,159,104,29067,0.25,77,370,rising
371,11,threads,GOLD-SIGNAL-371-371,Gold supplier feed shows active demand for Ironkinetic Trekking Poles 371 in Outdoor with current retail price $390.63. Product 371 remains part of the PeakGear gold-data catalog.,2026-05-07T00:27:36,3123,430,284,76152,0.3,99,371,mega_viral
372,12,youtube,GOLD-SIGNAL-372-372,Gold supplier feed shows active demand for Summitpulse Compression Shorts 372 in Activewear with current retail price $69.35.,2026-05-06T20:00:00,1523,237,83,42321,0.35,91,372,viral
373,13,instagram,GOLD-SIGNAL-373-373,Gold supplier feed shows active demand for Summitpulse Weightlifting Gloves 373 in Strength Training with current retail price $27.3.,2026-05-06T14:49:12,1163,202,77,36090,0.4,61,373,rising
374,14,tiktok,GOLD-SIGNAL-374-374,Gold supplier feed shows active demand for Canyonridge Chalk Bag 374 in Climbing with current retail price $88.57. Product 374 remains part of the PeakGear gold-data catalog.,2026-05-06T09:38:24,1200,230,94,40800,0.45,68,374,rising
375,15,twitter,GOLD-SIGNAL-375-375,Gold supplier feed shows active demand for Velocityworks Cycling Jersey 375 in Cycling with current retail price $183.55.,2026-05-06T04:27:36,306,36,27,12216,0.5,79,375,rising
376,16,threads,GOLD-SIGNAL-376-376,Gold supplier feed shows active demand for Trailforge Adjustable Dumbbells 376 in Strength Training with current retail price $107.25.,2026-05-06T00:00:00,771,106,42,31269,0.15,99,376,mega_viral
377,17,youtube,GOLD-SIGNAL-377-377,Gold supplier feed shows active demand for Canyonridge Trail Runner 377 in Footwear with current retail price $45.07. Product 377 remains part of the PeakGear gold-data catalog.,2026-05-05T18:49:12,540,84,36,23880,0.2,94,377,mega_viral
378,18,instagram,GOLD-SIGNAL-378-378,Gold supplier feed shows active demand for Trailforge Training    Hoodie 378 in Activewear with current retail price $109.14.,2026-05-05T13:38:24,864,150,68,16752,0.25,78,378,rising
379,19,tiktok,GOLD-SIGNAL-379-379,Gold supplier feed shows active demand for Velocityworks Weightlifting Gloves 379 in Strength Training with current retail price $255.13.,2026-05-05T08:27:36,760,145,69,17160,0.3,78,379,rising
380,20,twitter,GOLD-SIGNAL-380-380,Gold supplier feed shows active demand for Velocityworks Badminton Set 380 in Racquet Sports with current retail price $299.17.,2026-05-05T04:00:00,944,113,51,23856,0.35,87,380,viral
381,21,threads,GOLD-SIGNAL-381-381,Gold supplier feed shows active demand for Trailforge Base Layer Top 381 in Activewear with current retail price $28.1. Product 381 remains part of the PeakGear gold-data catalog.,2026-05-04T22:49:12,3230,445,216,88410,0.4,99,381,mega_viral
382,22,youtube,GOLD-SIGNAL-382-382,Gold supplier feed shows active demand for Nordcrest Training Hoodie 382 in Activewear with current retail price $152.61.,2026-05-04T17:38:24,802,125,63,25260,0.45,64,382,rising
383,23,instagram,GOLD-SIGNAL-383-383,Gold supplier feed shows active demand for Nordcrest Badminton Set 383 in Racquet Sports with current retail price $254.6.,2026-05-04T12:27:36,1698,295,154,57234,0.5,85,383,viral
384,24,tiktok,GOLD-SIGNAL-384-384,Gold supplier feed shows active demand for Velocityworks Heart Rate Strap 384 in Fitness Devices with current retail price $124.75.,2026-05-04T08:00:00,1414,271,77,52104,0.15,85,384,viral
385,25,twitter,GOLD-SIGNAL-385-385,Gold supplier feed shows active demand for Aerostride Tent 385 in Camping Hiking with current retail price $505.54. Product 385 remains part of the PeakGear gold-data catalog.,2026-05-04T02:49:12,1843,221,123,73077,0.2,96,385,mega_viral
386,26,threads,GOLD-SIGNAL-386-386,Gold supplier feed shows active demand for Nordcrest Outdoor Jacket 386 in Outdoor with current retail price $486.91. Product 386 remains part of the PeakGear gold-data catalog.,2026-05-03T21:38:24,1705,235,134,72810,0.25,69,386,rising
387,27,youtube,GOLD-SIGNAL-387-387,Gold supplier feed shows active demand for Velocityworks Adjustable Dumbbells 387 in Strength Training with current retail price $360.97.,2026-05-03T16:27:36,1214,189,110,23052,0.3,69,387,rising
388,28,instagram,GOLD-SIGNAL-388-388,Gold supplier feed shows active demand for Aerostride Smart Scale 388 in Fitness Devices with current retail price $272.88.,2026-05-03T12:00:00,210,36,11,5610,0.35,74,388,rising
389,29,tiktok,GOLD-SIGNAL-389-389,Gold supplier feed shows active demand for Trailforge Tennis Racket 389 in Racquet Sports with current retail price $186.17.,2026-05-03T06:49:12,400,76,26,10800,0.4,86,389,viral
390,30,twitter,GOLD-SIGNAL-390-390,Gold supplier feed shows active demand for Aerostride Wetsuit 390 in Water Sports with current retail price $17.48. Product 390 remains part of the PeakGear gold-data catalog.,2026-05-03T01:38:24,654,78,51,18858,0.45,69,390,rising
391,1,threads,GOLD-SIGNAL-391-391,Gold supplier feed shows active demand for Ironkinetic Kettlebell 391 in Strength Training with current retail price $199.1.,2026-05-02T20:27:36,759,104,69,23970,0.5,75,391,rising
392,2,youtube,GOLD-SIGNAL-392-392,Gold supplier feed shows active demand for Velocityworks Compression Shorts 392 in Activewear with current retail price $31.65.,2026-05-02T16:00:00,2130,332,117,71490,0.15,99,392,mega_viral
393,3,instagram,GOLD-SIGNAL-393-393,Gold supplier feed shows active demand for Trailforge Headlamp 393 in Outdoor with current retail price $87.95. Product 393 remains part of the PeakGear gold-data catalog.,2026-05-02T10:49:12,737,128,49,27732,0.2,83,393,viral
394,4,tiktok,GOLD-SIGNAL-394-394,Gold supplier feed shows active demand for Hydrawave Repair Kit 394 in Cycling with current retail price $316.94. Product 394 remains part of the PeakGear gold-data catalog.,2026-05-02T05:38:24,936,179,73,37704,0.25,92,394,viral
395,5,twitter,GOLD-SIGNAL-395-395,Gold supplier feed shows active demand for Hydrawave Compression Shorts 395 in Activewear with current retail price $125.62.,2026-05-02T00:27:36,2034,244,185,86628,0.3,88,395,viral
396,6,threads,GOLD-SIGNAL-396-396,Gold supplier feed shows active demand for Hydrawave Foam Roller 396 in Running with current retail price $201.34. Product 396 remains part of the PeakGear gold-data catalog.,2026-05-01T20:00:00,1081,149,59,20658,0.35,75,396,rising
397,7,youtube,GOLD-SIGNAL-397-397,Gold supplier feed shows active demand for Nordcrest Basketball 397 in Team Sports with current retail price $17.06. Product 397 remains part of the PeakGear gold-data catalog.,2026-05-01T14:49:12,1111,173,74,24531,0.4,81,397,rising
398,8,instagram,GOLD-SIGNAL-398-398,Gold supplier feed shows active demand for Canyonridge   Hiking Boot 398 in Footwear with current retail price $41.17. Product 398 remains part of the PeakGear gold-data catalog.,2026-05-01T09:38:24,1448,251,114,35952,0.45,91,398,viral
399,9,tiktok,GOLD-SIGNAL-399-399,Gold supplier feed shows active demand for Canyonridge Compression Shorts 399 in Activewear with current retail price $45.7.,2026-05-01T04:27:36,8084,1552,735,219468,0.5,99,399,mega_viral
400,10,twitter,GOLD-SIGNAL-400-400,Gold supplier feed shows active demand for Nordcrest Gps Fitness Watch 400 in Fitness Devices with current retail price $214.91.,2026-05-01T00:00:00,3014,361,165,91620,0.15,92,400,viral
401,11,threads,GOLD-SIGNAL-401-401,Gold supplier feed shows active demand for Aerostride Foam Roller 401 in Running with current retail price $102.99. Product 401 remains part of the PeakGear gold-data catalog.,2026-04-30T18:49:12,262,36,17,9846,0.2,77,401,rising
402,12,youtube,GOLD-SIGNAL-402-402,Gold supplier feed shows active demand for Ironkinetic Performance Tee 402 in Activewear with current retail price $50.48.,2026-04-30T13:38:24,407,63,32,15852,0.25,87,402,viral
403,13,instagram,GOLD-SIGNAL-403-403,Gold supplier feed shows active demand for Summitpulse Performance Tee 403 in Activewear with current retail price $124.99.,2026-04-30T08:27:36,492,85,44,20388,0.3,64,403,rising
404,14,tiktok,GOLD-SIGNAL-404-404,Gold supplier feed shows active demand for Hydrawave Running Socks 404 in Running with current retail price $217.87. Product 404 remains part of the PeakGear gold-data catalog.,2026-05-07T04:00:00,825,158,45,35850,0.35,78,404,rising
405,15,twitter,GOLD-SIGNAL-405-405,Gold supplier feed shows active demand for Nordcrest Weightlifting Gloves 405 in Strength Training with current retail price $154.41.,2026-05-06T22:49:12,974,116,65,18732,0.4,85,405,viral
406,16,threads,GOLD-SIGNAL-406-406,Gold supplier feed shows active demand for Aerostride Bike Light Set 406 in Cycling with current retail price $28.1. Product 406 remains part of the PeakGear gold-data catalog.,2026-05-06T17:38:24,3253,448,256,69513,0.45,99,406,mega_viral
407,17,youtube,GOLD-SIGNAL-407-407,Gold supplier feed shows active demand for Velocityworks Base Layer Top 407 in Activewear with current retail price $120.06.,2026-05-06T12:27:36,1311,204,119,32664,0.5,99,407,mega_viral
408,18,instagram,GOLD-SIGNAL-408-408,Gold supplier feed shows active demand for Trailforge Performance Tee 408 in Activewear with current retail price $21.46.,2026-05-06T08:00:00,899,156,49,25473,0.15,67,408,rising
409,19,tiktok,GOLD-SIGNAL-409-409,Gold supplier feed shows active demand for Trailforge Heart Rate Strap 409 in Fitness Devices with current retail price $451.06.,2026-05-06T02:49:12,1260,241,84,39000,0.2,79,409,rising
410,20,twitter,GOLD-SIGNAL-410-410,Gold supplier feed shows active demand for Nordcrest Climbing Harness 410 in Uncategorized with current retail price $86.66.,2026-05-05T21:38:24,1421,170,112,48093,0.25,87,410,viral
411,21,threads,GOLD-SIGNAL-411-411,Gold supplier feed shows active demand for Nordcrest Climbing Harness 411 in Climbing with current retail price $85.27. Product 411 remains part of the PeakGear gold-data catalog.,2026-05-05T16:27:36,1367,188,124,50412,0.3,91,411,viral
412,22,youtube,GOLD-SIGNAL-412-412,Gold supplier feed shows active demand for Summitpulse Hiking Boot 412 in Footwear with current retail price $263.13. Product 412 remains part of the PeakGear gold-data catalog.,2026-05-05T12:00:00,1443,225,79,57477,0.35,68,412,rising
413,23,instagram,GOLD-SIGNAL-413-413,Gold supplier feed shows active demand for Trailforge Resistance Band Set 413 in Strength Training with current retail price $17.69.,2026-05-05T06:49:12,1742,303,116,74364,0.4,77,413,rising
414,24,tiktok,GOLD-SIGNAL-414-414,Gold supplier feed shows active demand for Velocityworks Hydration Belt 414 in Running with current retail price $196.42.,2026-05-05T01:38:24,369,70,29,7842,0.45,84,414,viral
415,25,twitter,GOLD-SIGNAL-415-415,Gold supplier feed shows active demand for Hydrawave Base Layer Top 415 in Activewear with current retail price $105.31.,2026-05-04T20:27:36,1711,205,155,37131,0.5,99,415,mega_viral
416,26,threads,GOLD-SIGNAL-416-416,Gold supplier feed shows active demand for Hydrawave Running Socks 416 in Running with current retail price $211.5. Product 416 remains part of the PeakGear gold-data catalog.,2026-05-04T16:00:00,400,55,22,10800,0.15,61,416,normal
417,27,youtube,GOLD-SIGNAL-417-417,Gold supplier feed shows active demand for Summitpulse Foam Roller 417 in Running with current retail price $275.03. Product 417 remains part of the PeakGear gold-data catalog.,2026-05-04T10:49:12,591,92,39,17157,0.2,71,417,rising
418,28,instagram,GOLD-SIGNAL-418-418,Gold supplier feed shows active demand for Summitpulse Resistance Band Set 418 in Strength Training with current retail price $56.89.,2026-05-04T05:38:24,949,165,74,29670,0.25,85,418,viral
419,29,tiktok,GOLD-SIGNAL-419-419,Gold supplier feed shows active demand for Summitpulse Performance Tee 419 in Activewear with current retail price $100.07.,2026-05-04T00:27:36,2114,405,192,70962,0.3,99,419,mega_viral
420,30,twitter,GOLD-SIGNAL-420-420,Gold supplier feed shows active demand for Ironkinetic Hiking Boot 420 in Footwear with current retail price $166.79. Product 420 remains part of the PeakGear gold-data catalog.,2026-05-03T20:00:00,968,116,53,36048,0.35,64,420,rising
