order_id,guest_id,order_status,order_total,shipping_cost,fulfillment_center_id,shipping_lat,shipping_lon,estimated_delivery,actual_delivery,social_source_id,demand_score,created_at,updated_at
24554,3558,completed,689.94,14.99,228,,,,,,36.6,2026-08-31T01:37:14Z,2026-09-17T13:44:09Z
24555,2946,cancelled,409.93,7.99,245,,,,,,92.54,2026-08-20T06:20:26Z,2026-09-17T13:44:09Z
24556,2341,pending,179.97,7.99,,,,,,,87.09,2026-09-05T06:31:07Z,2026-09-17T13:44:09Z
24557,3655,confirmed,949.97,7.99,249,,,,,,83.58,2026-08-05T04:28:45Z,2026-09-17T13:44:09Z
24558,3332,processing,819.95,0,227,,,,,25159,36.27,2026-09-14T02:36:41Z,2026-09-17T13:44:09Z
24559,3473,routed,86.97,7.99,237,,,,,,16.31,2026-08-26T19:33:37Z,2026-09-17T13:44:09Z
24560,2261,completed,259.98,7.99,233,,,,,,49.71,2026-08-05T08:16:25Z,2026-09-17T13:44:09Z
24561,2329,completed,919.94,7.99,241,,,,,,59.11,2026-08-18T12:56:17Z,2026-09-17T13:44:09Z
24562,3486,completed,89.99,14.99,243,,,,,23016,71.8,2026-08-07T23:38:58Z,2026-09-17T13:44:09Z
24563,3437,cancelled,1839.92,7.99,243,,,,,,30.9,2026-07-24T09:23:36Z,2026-09-17T13:44:09Z
24564,2774,pending,478.97,7.99,,,,,,23283,44.41,2026-08-21T03:02:26Z,2026-09-17T13:44:09Z
24565,4080,confirmed,1789.88,7.99,232,,,,,,32.36,2026-08-01T23:13:14Z,2026-09-17T13:44:09Z
24566,3969,processing,259.98,0,249,,,,,22595,66.28,2026-08-11T19:57:07Z,2026-09-17T13:44:09Z
24567,3459,routed,2249.95,7.99,228,,,,,,50.4,2026-08-12T14:02:11Z,2026-09-17T13:44:09Z
24568,3676,completed,947.92,7.99,224,,,,,23927,33.72,2026-08-19T12:21:13Z,2026-09-17T13:44:09Z
24569,2291,completed,455.95,7.99,239,,,,,25990,34.63,2026-07-27T01:41:40Z,2026-09-17T13:44:09Z
24570,3342,completed,960.89,0,229,,,,,,55.69,2026-09-10T23:10:59Z,2026-09-17T13:44:09Z
24571,2911,cancelled,1199.94,0,250,,,,,,76.09,2026-07-26T17:30:03Z,2026-09-17T13:44:09Z
24572,4028,pending,498.95,7.99,,,,,,,53.41,2026-08-12T01:52:20Z,2026-09-17T13:44:09Z
24573,2370,confirmed,341.93,7.99,225,,,,,,90.03,2026-09-07T09:55:22Z,2026-09-17T13:44:09Z
24574,3388,processing,2536.91,0,247,,,,,,42.63,2026-08-18T04:16:36Z,2026-09-17T13:44:09Z
24575,3061,routed,638.92,14.99,243,,,,,22989,50.59,2026-09-16T14:07:45Z,2026-09-17T13:44:09Z
24576,3461,completed,339.95,14.99,222,,,,,23269,51.05,2026-07-25T09:16:50Z,2026-09-17T13:44:09Z
24577,3874,completed,539.96,7.99,239,,,,,,88.32,2026-08-31T19:37:52Z,2026-09-17T13:44:09Z
24578,3809,completed,1715.93,0,249,,,,,,29.54,2026-07-30T18:54:42Z,2026-09-17T13:44:09Z
24579,2692,cancelled,1043.98,14.99,239,,,,,,72.51,2026-07-28T20:12:56Z,2026-09-17T13:44:09Z
24580,2592,pending,939.95,14.99,,,,,,,20.9,2026-09-16T00:35:59Z,2026-09-17T13:44:09Z
24581,3049,confirmed,100.97,7.99,224,,,,,,39,2026-09-01T06:15:17Z,2026-09-17T13:44:09Z
24582,3351,processing,239.97,0,227,,,,,,56.69,2026-08-31T08:19:00Z,2026-09-17T13:44:09Z
24583,2816,routed,1118.91,14.99,240,,,,,,54.26,2026-09-16T00:26:30Z,2026-09-17T13:44:09Z
24584,2342,completed,649.96,7.99,241,,,,,,78.91,2026-07-23T17:31:51Z,2026-09-17T13:44:09Z
24585,3872,completed,1939.92,14.99,247,,,,,,35,2026-07-24T22:26:17Z,2026-09-17T13:44:09Z
24586,2441,completed,650,0,245,,,,,,89.18,2026-09-16T20:15:45Z,2026-09-17T13:44:09Z
24587,3573,cancelled,229.97,7.99,239,,,,,,18.95,2026-07-21T06:46:10Z,2026-09-17T13:44:09Z
24588,2666,pending,2874.87,7.99,,,,,,,78.93,2026-09-05T19:46:21Z,2026-09-17T13:44:09Z
24589,3395,confirmed,235.96,14.99,245,,,,,,51.22,2026-09-01T18:26:14Z,2026-09-17T13:44:09Z
24590,4120,processing,769.91,0,230,,,,,,12.73,2026-08-30T00:20:10Z,2026-09-17T13:44:09Z
24591,2848,routed,2788.96,7.99,245,,,,,,68.47,2026-07-30T18:33:18Z,2026-09-17T13:44:09Z
24592,2618,completed,459.94,14.99,223,,,,,,37.22,2026-09-12T18:40:04Z,2026-09-17T13:44:09Z
24593,3864,completed,659.92,14.99,237,,,,,,92.77,2026-08-22T10:30:54Z,2026-09-17T13:44:09Z
24594,2588,completed,276.93,0,229,,,,,,59.21,2026-08-24T06:31:39Z,2026-09-17T13:44:09Z
24595,4155,cancelled,79.98,7.99,237,,,,,,54.74,2026-08-29T21:28:04Z,2026-09-17T13:44:09Z
24596,3523,pending,649.95,7.99,,,,,,,92.95,2026-08-24T12:29:49Z,2026-09-17T13:44:09Z
24597,3948,confirmed,1049.95,7.99,250,,,,,,85.53,2026-08-16T01:37:30Z,2026-09-17T13:44:09Z
24598,2817,processing,1329.93,0,224,,,,,,47.8,2026-08-18T03:52:48Z,2026-09-17T13:44:09Z
24599,3281,routed,794.91,14.99,223,,,,,,88.27,2026-09-10T11:15:33Z,2026-09-17T13:44:09Z
24600,3593,completed,717.94,7.99,227,,,,,22488,27.89,2026-08-21T10:27:20Z,2026-09-17T13:44:09Z
24601,2866,completed,675,0,248,,,,,24547,60.89,2026-07-27T17:40:36Z,2026-09-17T13:44:09Z
24602,2805,completed,619.97,7.99,233,,,,,,87.92,2026-08-31T14:41:09Z,2026-09-17T13:44:09Z
24603,2353,cancelled,1429.9,14.99,231,,,,,22559,20.09,2026-08-31T02:18:21Z,2026-09-17T13:44:09Z
24604,3498,pending,779.93,7.99,,,,,,27202,71.21,2026-09-01T18:22:51Z,2026-09-17T13:44:09Z
24605,3626,confirmed,899.97,7.99,223,,,,,,62.08,2026-09-12T14:21:51Z,2026-09-17T13:44:09Z
24606,3710,processing,2038.92,14.99,236,,,,,,76.1,2026-08-21T16:23:13Z,2026-09-17T13:44:09Z
24607,3028,routed,1978.9,7.99,225,,,,,,49.4,2026-07-28T09:03:09Z,2026-09-17T13:44:09Z
24608,3824,completed,924.91,14.99,230,,,,,,44.38,2026-08-23T08:10:09Z,2026-09-17T13:44:09Z
24609,3760,completed,970.94,0,232,,,,,,76.15,2026-09-08T05:23:30Z,2026-09-17T13:44:09Z
24610,3661,completed,259.95,0,239,,,,,22280,56.64,2026-09-04T05:49:13Z,2026-09-17T13:44:09Z
24611,3309,cancelled,569.97,7.99,235,,,,,23966,15.09,2026-07-23T04:24:05Z,2026-09-17T13:44:09Z
24612,3391,pending,1537.94,7.99,,,,,,25462,88.67,2026-07-29T04:55:06Z,2026-09-17T13:44:09Z
24613,3220,confirmed,15339.91,7.99,249,,,,,26028,68.72,2026-09-06T17:20:19Z,2026-09-17T13:44:09Z
24614,3797,processing,1879.91,7.99,233,,,,,22477,68.79,2026-08-10T14:13:52Z,2026-09-17T13:44:09Z
24615,3482,routed,259.97,0,235,,,,,,27.5,2026-08-22T20:57:27Z,2026-09-17T13:44:09Z
24616,4016,completed,844.98,7.99,229,,,,,,73.53,2026-08-24T21:44:14Z,2026-09-17T13:44:09Z
24617,2300,completed,299.98,14.99,233,,,,,,94.49,2026-08-30T15:24:24Z,2026-09-17T13:44:09Z
24618,4008,completed,578.92,7.99,238,,,,,,46.82,2026-09-08T10:27:15Z,2026-09-17T13:44:09Z
24619,2852,cancelled,484.96,0,226,,,,,,74.43,2026-09-06T05:53:03Z,2026-09-17T13:44:09Z
24620,2854,pending,1118.94,7.99,,,,,,,34.46,2026-08-18T09:12:25Z,2026-09-17T13:44:09Z
24621,3339,confirmed,238.97,7.99,230,,,,,,70.32,2026-09-14T11:36:08Z,2026-09-17T13:44:09Z
24622,3937,processing,2649.9,7.99,243,,,,,25399,80.31,2026-07-31T20:40:03Z,2026-09-17T13:44:09Z
24623,3505,routed,699.94,7.99,223,,,,,,91.89,2026-09-04T16:34:34Z,2026-09-17T13:44:09Z
24624,2802,completed,49.98,7.99,232,,,,,,16.69,2026-09-14T10:15:39Z,2026-09-17T13:44:09Z
24625,4038,completed,179.99,14.99,226,,,,,,63.4,2026-08-12T19:55:36Z,2026-09-17T13:44:09Z
24626,2618,completed,1719.94,7.99,222,,,,,25609,70.74,2026-09-09T01:56:52Z,2026-09-17T13:44:09Z
24627,3049,cancelled,269.97,7.99,249,,,,,,16.55,2026-08-28T22:41:06Z,2026-09-17T13:44:09Z
24628,3512,pending,1234.92,7.99,,,,,,25332,70.19,2026-09-09T18:24:10Z,2026-09-17T13:44:09Z
24629,2298,confirmed,474.98,0,242,,,,,,10.84,2026-08-01T02:19:34Z,2026-09-17T13:44:09Z
24630,2772,processing,3778.9,7.99,239,,,,,,68.45,2026-08-28T08:40:59Z,2026-09-17T13:44:09Z
24631,2221,routed,1414.92,7.99,236,,,,,23127,38.64,2026-09-09T11:14:40Z,2026-09-17T13:44:09Z
24632,4147,completed,927.91,7.99,245,,,,,,50.4,2026-08-12T18:24:33Z,2026-09-17T13:44:09Z
24633,2599,completed,7024.91,0,241,,,,,,78.55,2026-09-03T11:35:18Z,2026-09-17T13:44:09Z
24634,2490,completed,1318.91,14.99,231,,,,,,39.51,2026-08-13T10:07:43Z,2026-09-17T13:44:09Z
24635,3977,cancelled,929.98,7.99,221,,,,,23067,63.46,2026-08-06T14:53:05Z,2026-09-17T13:44:09Z
24636,3538,pending,235.96,7.99,,,,,,26442,33.93,2026-08-13T08:07:11Z,2026-09-17T13:44:09Z
24637,3775,confirmed,1699.96,0,224,,,,,,34.71,2026-07-26T01:51:19Z,2026-09-17T13:44:09Z
24638,2469,processing,918.93,0,222,,,,,,34.63,2026-08-03T10:55:08Z,2026-09-17T13:44:09Z
24639,3149,routed,516.91,7.99,239,,,,,,57.09,2026-07-28T05:39:53Z,2026-09-17T13:44:09Z
24640,3679,completed,629.97,0,242,,,,,,48.5,2026-09-01T15:54:56Z,2026-09-17T13:44:09Z
24641,3759,completed,119.98,0,234,,,,,,11.11,2026-07-30T23:48:35Z,2026-09-17T13:44:09Z
24642,3890,completed,747.94,0,247,,,,,,53.34,2026-08-22T15:00:04Z,2026-09-17T13:44:09Z
24643,2233,cancelled,1994.92,0,250,,,,,23834,69.66,2026-09-07T14:27:22Z,2026-09-17T13:44:09Z
24644,3092,pending,1722.92,0,,,,,,,14.12,2026-07-23T20:46:07Z,2026-09-17T13:44:09Z
24645,3241,confirmed,477.91,0,248,,,,,,55.61,2026-07-30T19:48:01Z,2026-09-17T13:44:09Z
24646,3999,processing,79.99,0,250,,,,,25105,46.09,2026-07-28T05:32:02Z,2026-09-17T13:44:09Z
24647,2721,routed,2629.9,14.99,245,,,,,,88.23,2026-08-06T16:33:29Z,2026-09-17T13:44:09Z
24648,2886,completed,279.99,7.99,245,,,,,,57.9,2026-08-31T23:19:25Z,2026-09-17T13:44:09Z
24649,3973,completed,399.98,0,248,,,,,,77.55,2026-07-24T22:03:49Z,2026-09-17T13:44:09Z
24650,2519,completed,877.92,7.99,239,,,,,27003,42.84,2026-09-10T06:50:20Z,2026-09-17T13:44:09Z
24651,3608,cancelled,939.95,14.99,228,,,,,22385,75.44,2026-07-23T05:26:59Z,2026-09-17T13:44:09Z
24652,4210,pending,5442.88,7.99,,,,,,,27.87,2026-09-05T02:04:32Z,2026-09-17T13:44:09Z
24653,2672,confirmed,799.95,7.99,228,,,,,,33.57,2026-09-10T14:28:20Z,2026-09-17T13:44:09Z
24654,3558,processing,1014.93,7.99,227,,,,,,20.23,2026-07-25T02:42:07Z,2026-09-17T13:44:09Z
24655,2969,routed,89.99,0,235,,,,,23247,43.71,2026-08-19T16:26:40Z,2026-09-17T13:44:09Z
24656,2883,completed,1115.9,0,225,,,,,,89.29,2026-07-24T09:29:52Z,2026-09-17T13:44:09Z
24657,2782,completed,837.93,0,243,,,,,25280,78.61,2026-08-01T19:05:54Z,2026-09-17T13:44:09Z
24658,2587,completed,1799.94,0,241,,,,,22446,13.91,2026-08-09T07:54:49Z,2026-09-17T13:44:09Z
24659,3666,cancelled,327.99,14.99,248,,,,,22552,31.33,2026-08-20T07:18:16Z,2026-09-17T13:44:09Z
24660,3361,pending,59.97,14.99,,,,,,,79.55,2026-08-26T10:02:59Z,2026-09-17T13:44:09Z
24661,3616,confirmed,1424.87,7.99,222,,,,,,12.75,2026-07-23T03:46:32Z,2026-09-17T13:44:09Z
24662,3947,processing,2958.96,0,240,,,,,,34.71,2026-08-05T12:35:18Z,2026-09-17T13:44:09Z
24663,3662,routed,219.97,7.99,238,,,,,,17.58,2026-07-20T12:35:15Z,2026-09-17T13:44:09Z
24664,3912,completed,29.99,7.99,238,,,,,,69.28,2026-09-16T08:34:16Z,2026-09-17T13:44:09Z
24665,3670,completed,4789.93,7.99,235,,,,,,50.69,2026-08-21T04:54:24Z,2026-09-17T13:44:09Z
24666,3940,completed,2054.96,14.99,227,,,,,24446,30.91,2026-08-13T06:19:44Z,2026-09-17T13:44:09Z
24667,3393,cancelled,1339.94,14.99,250,,,,,,34.53,2026-08-19T14:46:40Z,2026-09-17T13:44:09Z
24668,3501,pending,294.96,7.99,,,,,,22654,67.82,2026-08-03T07:20:19Z,2026-09-17T13:44:09Z
24669,2918,confirmed,388.93,14.99,241,,,,,24077,48.98,2026-08-28T10:05:23Z,2026-09-17T13:44:09Z
24670,2544,processing,1275,0,225,,,,,,67.3,2026-09-09T20:24:14Z,2026-09-17T13:44:09Z
24671,2893,routed,1026.93,7.99,240,,,,,23351,69.77,2026-08-22T08:37:14Z,2026-09-17T13:44:09Z
24672,2297,completed,1199.97,7.99,244,,,,,,71.56,2026-08-06T23:49:35Z,2026-09-17T13:44:09Z
24673,4195,completed,719.97,7.99,230,,,,,,23.75,2026-08-02T04:58:28Z,2026-09-17T13:44:09Z
24674,3004,completed,3968.88,7.99,239,,,,,,43.17,2026-08-20T15:39:35Z,2026-09-17T13:44:09Z
24675,2823,cancelled,7859.94,0,229,,,,,23660,11.73,2026-08-19T15:13:53Z,2026-09-17T13:44:09Z
24676,3579,pending,435,7.99,,,,,,,70.57,2026-08-05T16:24:12Z,2026-09-17T13:44:09Z
24677,2495,confirmed,314.96,0,237,,,,,22556,72.1,2026-08-06T09:14:30Z,2026-09-17T13:44:09Z
24678,4110,processing,209.95,7.99,239,,,,,25124,28.83,2026-08-13T16:23:41Z,2026-09-17T13:44:09Z
24679,2252,routed,874.92,7.99,232,,,,,,77.21,2026-08-20T02:03:22Z,2026-09-17T13:44:09Z
24680,3486,completed,1316.92,14.99,229,,,,,25941,59.19,2026-08-20T15:15:18Z,2026-09-17T13:44:09Z
24681,3059,completed,279.94,14.99,236,,,,,24761,94.77,2026-08-25T22:17:41Z,2026-09-17T13:44:09Z
24682,3159,completed,174.96,7.99,234,,,,,,34.22,2026-09-06T17:22:10Z,2026-09-17T13:44:09Z
24683,2508,cancelled,89.99,7.99,243,,,,,,45.46,2026-07-30T01:36:51Z,2026-09-17T13:44:09Z
24684,3830,pending,574.99,7.99,,,,,,22732,71.42,2026-07-27T16:28:47Z,2026-09-17T13:44:09Z
24685,3310,confirmed,2444.95,7.99,228,,,,,,84.07,2026-07-29T16:33:03Z,2026-09-17T13:44:09Z
24686,2540,processing,698.96,0,225,,,,,,62.33,2026-08-01T04:33:30Z,2026-09-17T13:44:09Z
24687,2824,routed,3105.92,0,234,,,,,,44.58,2026-08-28T06:34:03Z,2026-09-17T13:44:09Z
24688,3039,completed,1179.91,0,226,,,,,,41.81,2026-09-16T00:07:55Z,2026-09-17T13:44:09Z
24689,2554,completed,7359.91,0,234,,,,,,41.85,2026-08-26T09:05:00Z,2026-09-17T13:44:09Z
24690,4053,completed,259.98,7.99,245,,,,,25720,48.48,2026-08-18T20:11:44Z,2026-09-17T13:44:09Z
24691,2590,cancelled,5699.91,14.99,230,,,,,,25.57,2026-08-25T19:20:47Z,2026-09-17T13:44:09Z
24692,3281,pending,711.94,14.99,,,,,,,70.84,2026-08-27T19:42:06Z,2026-09-17T13:44:09Z
24693,2833,confirmed,976.94,14.99,240,,,,,,61.7,2026-09-11T00:18:45Z,2026-09-17T13:44:09Z
24694,3700,processing,12836.91,14.99,224,,,,,,36.52,2026-08-25T10:51:43Z,2026-09-17T13:44:09Z
24695,3020,routed,39.99,14.99,225,,,,,,72.83,2026-08-18T16:54:55Z,2026-09-17T13:44:09Z
24696,4159,completed,687.89,7.99,225,,,,,,75.09,2026-08-29T16:12:00Z,2026-09-17T13:44:09Z
24697,3072,completed,254.96,7.99,221,,,,,24004,13.74,2026-08-28T22:27:11Z,2026-09-17T13:44:09Z
24698,3291,completed,989.95,14.99,248,,,,,25555,66.48,2026-09-11T06:57:39Z,2026-09-17T13:44:09Z
24699,3882,cancelled,1064.92,7.99,221,,,,,,61.23,2026-08-01T14:50:57Z,2026-09-17T13:44:09Z
24700,2761,pending,146.97,0,,,,,,,77.56,2026-08-15T15:18:45Z,2026-09-17T13:44:09Z
24701,3511,confirmed,1379.96,7.99,250,,,,,,20.12,2026-07-26T01:35:25Z,2026-09-17T13:44:09Z
24702,3280,processing,832.94,7.99,222,,,,,,44.21,2026-07-28T00:50:36Z,2026-09-17T13:44:09Z
24703,2400,routed,6102.95,0,228,,,,,,29.88,2026-08-16T15:53:56Z,2026-09-17T13:44:09Z
24704,3146,completed,299.97,7.99,225,,,,,,26.76,2026-08-24T02:25:12Z,2026-09-17T13:44:09Z
24705,3249,completed,588.91,0,225,,,,,25070,43.3,2026-07-29T03:47:10Z,2026-09-17T13:44:09Z
24706,4042,completed,149.97,14.99,243,,,,,,47.52,2026-08-09T03:05:18Z,2026-09-17T13:44:09Z
24707,2429,cancelled,566.95,7.99,230,,,,,,19.82,2026-08-11T01:10:45Z,2026-09-17T13:44:09Z
24708,3246,pending,2899.92,7.99,,,,,,,43.26,2026-08-14T10:50:29Z,2026-09-17T13:44:09Z
24709,2356,confirmed,199.99,0,230,,,,,,86.13,2026-08-16T04:13:22Z,2026-09-17T13:44:09Z
24710,4102,processing,2208.92,14.99,234,,,,,,66.09,2026-09-02T13:04:00Z,2026-09-17T13:44:09Z
24711,3302,routed,199.99,7.99,239,,,,,26747,30.52,2026-08-22T01:11:19Z,2026-09-17T13:44:09Z
24712,4130,completed,1317.89,7.99,232,,,,,,31.45,2026-09-03T10:50:02Z,2026-09-17T13:44:09Z
24713,2533,completed,2069.91,7.99,235,,,,,24576,13.13,2026-07-31T10:23:49Z,2026-09-17T13:44:09Z
24714,3616,completed,2999.91,7.99,249,,,,,,32.97,2026-08-25T10:02:56Z,2026-09-17T13:44:09Z
24715,3554,cancelled,1064.96,7.99,222,,,,,25974,36.39,2026-08-31T22:32:41Z,2026-09-17T13:44:09Z
24716,3424,pending,959.94,14.99,,,,,,,80.14,2026-08-23T14:33:13Z,2026-09-17T13:44:09Z
24717,2670,confirmed,59.99,7.99,228,,,,,,93.16,2026-09-09T14:10:47Z,2026-09-17T13:44:09Z
24718,3653,processing,284.94,14.99,222,,,,,,71.04,2026-09-10T19:20:38Z,2026-09-17T13:44:09Z
24719,3777,routed,988.94,7.99,246,,,,,,90.91,2026-07-24T22:44:53Z,2026-09-17T13:44:09Z
24720,3414,completed,359.98,7.99,247,,,,,,68.92,2026-09-07T22:31:12Z,2026-09-17T13:44:09Z
24721,3109,completed,869.96,0,239,,,,,,92.86,2026-09-09T11:04:46Z,2026-09-17T13:44:09Z
24722,2806,completed,2858.92,14.99,230,,,,,22361,94.72,2026-08-29T04:22:07Z,2026-09-17T13:44:09Z
24723,4176,cancelled,5244.91,14.99,232,,,,,26933,62.72,2026-08-03T22:55:17Z,2026-09-17T13:44:09Z
24724,2291,pending,229.96,7.99,,,,,,,71.38,2026-08-27T21:05:59Z,2026-09-17T13:44:09Z
24725,3657,confirmed,759.94,7.99,231,,,,,,85.72,2026-08-29T09:17:07Z,2026-09-17T13:44:09Z
24726,3261,processing,89.99,0,249,,,,,26703,68.92,2026-08-08T03:21:01Z,2026-09-17T13:44:09Z
24727,3749,routed,709.91,7.99,237,,,,,23186,70.13,2026-09-06T19:15:55Z,2026-09-17T13:44:09Z
24728,3327,completed,100.97,7.99,225,,,,,,68.38,2026-08-27T02:28:18Z,2026-09-17T13:44:09Z
24729,3304,completed,1339.95,0,226,,,,,,68.09,2026-07-29T16:10:07Z,2026-09-17T13:44:09Z
24730,3411,completed,139.98,7.99,222,,,,,,20.36,2026-09-11T15:38:26Z,2026-09-17T13:44:09Z
24731,4002,cancelled,267,0,228,,,,,,76.81,2026-08-14T08:09:47Z,2026-09-17T13:44:09Z
24732,3865,pending,449.91,7.99,,,,,,,33.14,2026-09-03T23:20:55Z,2026-09-17T13:44:09Z
24733,3921,confirmed,949.99,7.99,238,,,,,,58.03,2026-09-07T10:37:12Z,2026-09-17T13:44:09Z
24734,2372,processing,1229.92,0,242,,,,,24759,20.66,2026-08-17T20:23:22Z,2026-09-17T13:44:09Z
24735,2696,routed,1184.95,7.99,241,,,,,,75.55,2026-09-12T13:03:18Z,2026-09-17T13:44:09Z
24736,2546,completed,824.87,7.99,250,,,,,,45.66,2026-07-24T04:48:51Z,2026-09-17T13:44:09Z
24737,4197,completed,574.99,0,232,,,,,,89.51,2026-08-15T07:38:46Z,2026-09-17T13:44:09Z
24738,2605,completed,525.94,7.99,249,,,,,,16.78,2026-08-28T22:22:54Z,2026-09-17T13:44:09Z
24739,2307,cancelled,79.98,0,237,,,,,,89.36,2026-08-16T11:55:41Z,2026-09-17T13:44:09Z
24740,3304,pending,539.97,14.99,,,,,,22401,67.4,2026-09-04T23:25:02Z,2026-09-17T13:44:09Z
24741,3119,confirmed,3539.96,7.99,223,,,,,24100,45.77,2026-08-19T05:00:28Z,2026-09-17T13:44:09Z
24742,3652,processing,1126.92,7.99,245,,,,,,94.2,2026-09-15T18:23:17Z,2026-09-17T13:44:09Z
24743,2423,routed,1825.89,7.99,231,,,,,,37.38,2026-07-31T14:03:04Z,2026-09-17T13:44:09Z
24744,2834,completed,938.91,14.99,227,,,,,,92.97,2026-09-11T16:42:57Z,2026-09-17T13:44:09Z
24745,3303,completed,899.95,7.99,240,,,,,,69.64,2026-09-15T16:22:07Z,2026-09-17T13:44:09Z
24746,3809,completed,1049.97,7.99,223,,,,,,29.61,2026-09-01T19:24:50Z,2026-09-17T13:44:09Z
24747,2909,cancelled,378.95,7.99,246,,,,,,84.26,2026-09-03T12:37:33Z,2026-09-17T13:44:09Z
24748,3134,pending,10749.89,14.99,,,,,,,34.02,2026-08-19T23:31:07Z,2026-09-17T13:44:09Z
24749,2976,confirmed,719.94,7.99,233,,,,,,29.33,2026-09-15T20:54:54Z,2026-09-17T13:44:09Z
24750,3190,processing,879.96,14.99,238,,,,,,11.83,2026-09-03T12:03:34Z,2026-09-17T13:44:09Z
24751,2632,routed,9259.92,7.99,239,,,,,,78.07,2026-08-02T04:09:56Z,2026-09-17T13:44:09Z
24752,4117,completed,526.93,14.99,238,,,,,,81.39,2026-08-20T14:51:42Z,2026-09-17T13:44:09Z
24753,3722,completed,584.95,14.99,229,,,,,,27.41,2026-08-26T16:14:39Z,2026-09-17T13:44:09Z
24754,3129,completed,149.97,14.99,247,,,,,24805,67.98,2026-08-06T18:28:04Z,2026-09-17T13:44:09Z
24755,3313,cancelled,819.87,14.99,245,,,,,,84.18,2026-08-28T05:09:15Z,2026-09-17T13:44:09Z
24756,4158,pending,574.95,7.99,,,,,,,60.7,2026-08-22T14:18:46Z,2026-09-17T13:44:09Z
24757,4115,confirmed,108.98,7.99,248,,,,,,59.56,2026-08-24T19:23:45Z,2026-09-17T13:44:09Z
24758,4175,processing,537.88,0,222,,,,,24453,79.08,2026-09-16T12:23:47Z,2026-09-17T13:44:09Z
24759,3259,routed,3809.9,14.99,238,,,,,23473,46.09,2026-08-26T10:15:32Z,2026-09-17T13:44:09Z
24760,3945,completed,275,7.99,242,,,,,,85.68,2026-07-24T15:09:32Z,2026-09-17T13:44:09Z
24761,3297,completed,749.97,7.99,247,,,,,,24.51,2026-08-15T19:45:23Z,2026-09-17T13:44:09Z
24762,3122,completed,5279.96,7.99,233,,,,,22875,22.94,2026-09-02T23:03:13Z,2026-09-17T13:44:09Z
24763,2262,cancelled,2729.91,0,226,,,,,,22.19,2026-09-01T18:33:52Z,2026-09-17T13:44:09Z
24764,2861,pending,1047.92,7.99,,,,,,,51.16,2026-09-02T11:19:02Z,2026-09-17T13:44:09Z
24765,4054,confirmed,8859.91,0,241,,,,,,70.69,2026-08-01T09:34:38Z,2026-09-17T13:44:09Z
24766,3095,processing,789.97,7.99,234,,,,,24511,92.7,2026-08-06T13:48:00Z,2026-09-17T13:44:09Z
24767,3899,routed,3019.91,0,230,,,,,,38.51,2026-08-17T22:42:56Z,2026-09-17T13:44:09Z
24768,2501,completed,6029.86,7.99,233,,,,,,83.52,2026-09-01T14:04:26Z,2026-09-17T13:44:09Z
24769,3232,completed,1141.94,14.99,230,,,,,27178,69.49,2026-08-21T09:33:40Z,2026-09-17T13:44:09Z
24770,2318,completed,2104.94,7.99,246,,,,,26050,50.09,2026-07-29T02:45:02Z,2026-09-17T13:44:09Z
24771,3043,cancelled,1618.89,7.99,224,,,,,,35.82,2026-08-23T22:13:51Z,2026-09-17T13:44:09Z
24772,3898,pending,299.99,0,,,,,,26486,66.58,2026-07-21T00:46:06Z,2026-09-17T13:44:09Z
24773,2981,confirmed,249.96,14.99,232,,,,,,20.86,2026-09-01T12:24:40Z,2026-09-17T13:44:09Z
24774,2854,processing,58.99,7.99,229,,,,,,81.83,2026-08-13T17:39:08Z,2026-09-17T13:44:09Z
24775,3398,routed,386.92,0,237,,,,,,80.68,2026-08-08T04:59:09Z,2026-09-17T13:44:09Z
24776,3298,completed,729.97,14.99,249,,,,,,82.08,2026-09-01T21:38:10Z,2026-09-17T13:44:09Z
24777,4175,completed,179.98,7.99,231,,,,,,29.23,2026-08-14T09:24:50Z,2026-09-17T13:44:09Z
24778,3226,completed,3356.91,0,242,,,,,,69.98,2026-08-29T03:42:08Z,2026-09-17T13:44:09Z
24779,3521,cancelled,1243.95,7.99,233,,,,,,22.81,2026-08-16T17:50:30Z,2026-09-17T13:44:09Z
24780,4173,pending,9262.96,7.99,,,,,,,39.69,2026-09-14T13:44:21Z,2026-09-17T13:44:09Z
24781,3293,confirmed,1857.94,0,240,,,,,24788,78.74,2026-07-30T01:09:09Z,2026-09-17T13:44:09Z
24782,3242,processing,5355.92,14.99,239,,,,,,36.02,2026-08-20T08:47:04Z,2026-09-17T13:44:09Z
24783,3715,routed,359.95,14.99,221,,,,,,43.35,2026-08-23T13:41:53Z,2026-09-17T13:44:09Z
24784,3762,completed,2379.93,7.99,236,,,,,,82.21,2026-09-04T10:14:49Z,2026-09-17T13:44:09Z
24785,3158,completed,1574.92,0,229,,,,,,24.53,2026-08-16T02:06:36Z,2026-09-17T13:44:09Z
24786,2383,completed,5189.91,7.99,231,,,,,,86.97,2026-08-26T22:13:41Z,2026-09-17T13:44:09Z
24787,2548,cancelled,5209.88,0,221,,,,,,35.88,2026-07-20T16:43:44Z,2026-09-17T13:44:09Z
24788,3765,pending,3694.9,14.99,,,,,,25933,11.79,2026-09-10T23:41:30Z,2026-09-17T13:44:09Z
24789,2929,confirmed,1679.97,7.99,229,,,,,,66.22,2026-09-04T01:19:53Z,2026-09-17T13:44:09Z
