demand_forecast_id,manufactured_part_id,planning_region,forecast_date,predicted_unit_demand,lower_confidence_units,upper_confidence_units,production_signal_factor,model_version,forecast_explanation,created_at
243,4,New York Metro,2026-07-02,204,140,236,1.93,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
244,4,New York Metro,2026-07-03,192,149,245,2.08,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
245,4,New York Metro,2026-07-04,217,158,254,1.76,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
246,4,New York Metro,2026-07-05,233,167,263,2.11,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
247,4,New York Metro,2026-07-06,234,176,272,1.87,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
248,4,New York Metro,2026-07-07,214,185,281,2.18,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
249,4,New York Metro,2026-07-08,240,194,290,2.02,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
250,4,New York Metro,2026-07-09,232,203,299,2.32,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
251,4,New York Metro,2026-07-10,282,212,308,2.3,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
252,4,New York Metro,2026-07-11,282,221,317,2.39,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
253,4,New York Metro,2026-07-12,289,230,326,2.6,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
254,4,New York Metro,2026-07-13,294,239,335,2.29,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
255,4,New York Metro,2026-07-14,280,248,344,2.36,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
256,4,New York Metro,2026-07-15,312,257,353,2.69,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
257,4,New York Metro,2026-07-16,333,266,362,2.68,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
258,4,New York Metro,2026-07-17,338,275,371,2.65,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
259,4,New York Metro,2026-07-18,343,284,380,2.59,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
260,4,New York Metro,2026-07-19,351,293,389,2.84,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
261,4,New York Metro,2026-07-20,369,302,398,2.75,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
262,4,New York Metro,2026-07-21,377,311,407,2.89,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
263,4,New York Metro,2026-07-22,384,320,416,3.09,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
264,4,New York Metro,2026-07-23,366,329,425,3.28,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
265,4,New York Metro,2026-07-24,365,338,434,2.99,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
266,4,New York Metro,2026-07-25,407,347,443,3.41,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
267,4,New York Metro,2026-07-26,421,356,452,3.18,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
268,4,New York Metro,2026-07-27,420,365,461,3.19,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
269,4,New York Metro,2026-07-28,428,374,470,3.27,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
270,4,New York Metro,2026-07-29,436,383,479,3.27,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""specialty_component_spike"",""oem_schedule_pull_in"",""high_priority_capacity_need""],""top_network_account"":""@quality_nina"",""urgency_score"":94,""confidence"":""very_high"",""trend"":""explosive_growth""}",2026-06-29T21:44:58Z
271,5,Pacific Northwest,2026-06-30,80,52,99,1.1,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
272,5,Pacific Northwest,2026-07-01,80,54,101,1.17,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
273,5,Pacific Northwest,2026-07-02,80,56,103,1.19,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
274,5,Pacific Northwest,2026-07-03,72,58,105,1.17,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
275,5,Pacific Northwest,2026-07-04,73,60,107,1.22,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
276,5,Pacific Northwest,2026-07-05,77,62,109,1.18,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
277,5,Pacific Northwest,2026-07-06,80,64,111,1.14,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
278,5,Pacific Northwest,2026-07-07,98,66,113,1.25,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
279,5,Pacific Northwest,2026-07-08,84,68,115,1.17,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
280,5,Pacific Northwest,2026-07-09,94,70,117,1.26,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
281,5,Pacific Northwest,2026-07-10,86,72,119,1.23,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
282,5,Pacific Northwest,2026-07-11,107,74,121,1.2,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
283,5,Pacific Northwest,2026-07-12,95,76,123,1.24,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
284,5,Pacific Northwest,2026-07-13,108,78,125,1.27,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
285,5,Pacific Northwest,2026-07-14,108,80,127,1.27,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
286,5,Pacific Northwest,2026-07-15,102,82,129,1.28,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
287,5,Pacific Northwest,2026-07-16,99,84,131,1.28,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
288,5,Pacific Northwest,2026-07-17,102,86,133,1.3,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
289,5,Pacific Northwest,2026-07-18,118,88,135,1.36,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
290,5,Pacific Northwest,2026-07-19,119,90,137,1.36,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
291,5,Pacific Northwest,2026-07-20,115,92,139,1.31,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
292,5,Pacific Northwest,2026-07-21,115,94,141,1.3,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
293,5,Pacific Northwest,2026-07-22,111,96,143,1.37,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
294,5,Pacific Northwest,2026-07-23,128,98,145,1.3,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
295,5,Pacific Northwest,2026-07-24,120,100,147,1.33,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
296,5,Pacific Northwest,2026-07-25,134,102,149,1.39,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
297,5,Pacific Northwest,2026-07-26,130,104,151,1.39,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
298,5,Pacific Northwest,2026-07-27,122,106,153,1.34,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
299,5,Pacific Northwest,2026-07-28,130,108,155,1.39,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
300,5,Pacific Northwest,2026-07-29,129,110,157,1.38,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""remote_supplier_signal"",""supplier_capacity_planner_signal"",""seasonal_maintenance_need""],""top_network_account"":""@supplier_signal_pnw"",""urgency_score"":61,""confidence"":""medium"",""trend"":""seasonal""}",2026-06-29T21:44:58Z
301,5,Mountain West,2026-06-30,53,40,75,1.1,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
302,5,Mountain West,2026-07-01,51,41,76,1.08,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
303,5,Mountain West,2026-07-02,55,42,77,1.1,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
304,5,Mountain West,2026-07-03,67,43,78,1.08,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
305,5,Mountain West,2026-07-04,68,44,79,1.16,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
306,5,Mountain West,2026-07-05,66,45,80,1.15,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
307,5,Mountain West,2026-07-06,63,46,81,1.19,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
308,5,Mountain West,2026-07-07,57,47,82,1.12,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
309,5,Mountain West,2026-07-08,60,48,83,1.2,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
310,5,Mountain West,2026-07-09,59,49,84,1.18,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
311,5,Mountain West,2026-07-10,68,50,85,1.21,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
312,5,Mountain West,2026-07-11,65,51,86,1.17,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
313,5,Mountain West,2026-07-12,63,52,87,1.19,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
314,5,Mountain West,2026-07-13,71,53,88,1.2,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
315,5,Mountain West,2026-07-14,77,54,89,1.2,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
316,5,Mountain West,2026-07-15,76,55,90,1.17,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
317,5,Mountain West,2026-07-16,71,56,91,1.25,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
318,5,Mountain West,2026-07-17,82,57,92,1.25,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
319,5,Mountain West,2026-07-18,77,58,93,1.22,manufacturing_signal_v2,"{""model"":""manufacturing_signal_v2"",""drivers"":[""post_shutdown_restart_wave"",""mobility_component_recovery_trend"",""remote_region_capacity_signal""],""top_network_account"":""@remote_supplier_max"",""urgency_score"":55,""confidence"":""low"",""trend"":""flat_seasonal""}",2026-06-29T21:44:58Z
