signal_part_mention_id,production_signal_id,manufactured_part_id,confidence_score,mention_type,created_at
1414,2018,14,0.759,visual,2026-06-29T21:44:57Z
1415,2021,30,0.799,semantic,2026-06-29T21:44:57Z
1416,2023,26,0.902,visual,2026-06-29T21:44:57Z
1417,2025,8,0.703,direct,2026-06-29T21:44:57Z
1418,2028,23,0.738,visual,2026-06-29T21:44:57Z
1419,2029,13,0.803,inferred,2026-06-29T21:44:57Z
1420,2030,8,0.93,direct,2026-06-29T21:44:57Z
1421,2031,13,0.991,semantic,2026-06-29T21:44:57Z
1422,2032,20,0.777,hashtag,2026-06-29T21:44:57Z
1423,2033,16,0.735,visual,2026-06-29T21:44:57Z
1424,2034,20,0.702,inferred,2026-06-29T21:44:57Z
1425,2036,3,0.927,semantic,2026-06-29T21:44:57Z
1426,2037,30,0.93,hashtag,2026-06-29T21:44:57Z
1427,2038,8,0.875,visual,2026-06-29T21:44:57Z
1428,2040,25,0.754,direct,2026-06-29T21:44:57Z
1429,2042,14,0.999,hashtag,2026-06-29T21:44:57Z
1430,2043,7,0.748,visual,2026-06-29T21:44:57Z
1431,2044,4,0.837,inferred,2026-06-29T21:44:57Z
1432,2045,6,0.73,direct,2026-06-29T21:44:57Z
1433,2046,5,0.786,semantic,2026-06-29T21:44:57Z
1434,2047,28,0.935,hashtag,2026-06-29T21:44:57Z
1435,2048,27,0.998,visual,2026-06-29T21:44:57Z
1436,2049,11,0.87,inferred,2026-06-29T21:44:57Z
1437,2051,14,0.769,semantic,2026-06-29T21:44:57Z
1438,2053,14,0.906,visual,2026-06-29T21:44:57Z
1439,2054,21,0.866,inferred,2026-06-29T21:44:57Z
1440,2058,24,0.826,visual,2026-06-29T21:44:57Z
1441,2060,25,0.923,direct,2026-06-29T21:44:57Z
1442,2061,14,0.703,semantic,2026-06-29T21:44:57Z
1443,2062,20,0.758,hashtag,2026-06-29T21:44:57Z
1444,2064,5,0.727,inferred,2026-06-29T21:44:57Z
1445,2069,23,0.763,inferred,2026-06-29T21:44:57Z
1446,2070,16,0.777,direct,2026-06-29T21:44:57Z
1447,2071,11,0.994,semantic,2026-06-29T21:44:57Z
1448,2072,5,0.765,hashtag,2026-06-29T21:44:57Z
1449,2073,22,0.934,visual,2026-06-29T21:44:57Z
1450,2075,29,0.762,direct,2026-06-29T21:44:57Z
1451,2077,29,0.912,hashtag,2026-06-29T21:44:57Z
1452,2078,10,0.886,visual,2026-06-29T21:44:57Z
1453,2079,30,0.828,inferred,2026-06-29T21:44:57Z
1454,2080,14,0.804,direct,2026-06-29T21:44:57Z
1455,2081,28,0.825,semantic,2026-06-29T21:44:57Z
1456,2082,14,0.836,hashtag,2026-06-29T21:44:57Z
1457,2083,31,0.862,visual,2026-06-29T21:44:57Z
1458,2084,15,0.715,inferred,2026-06-29T21:44:57Z
1459,2085,8,0.809,direct,2026-06-29T21:44:57Z
1460,2087,8,0.811,hashtag,2026-06-29T21:44:57Z
1461,2089,9,0.716,inferred,2026-06-29T21:44:57Z
1462,2090,20,0.859,direct,2026-06-29T21:44:57Z
1463,2091,14,0.972,semantic,2026-06-29T21:44:57Z
1464,2092,20,0.747,hashtag,2026-06-29T21:44:57Z
1465,2094,15,0.704,inferred,2026-06-29T21:44:57Z
1466,2095,25,0.893,direct,2026-06-29T21:44:57Z
1467,2096,28,0.777,semantic,2026-06-29T21:44:57Z
1468,2097,5,0.702,hashtag,2026-06-29T21:44:57Z
1469,2098,6,0.726,visual,2026-06-29T21:44:57Z
1470,2101,31,0.814,semantic,2026-06-29T21:44:57Z
1471,2103,16,0.752,visual,2026-06-29T21:44:57Z
1472,2104,18,0.792,inferred,2026-06-29T21:44:57Z
1473,2105,31,0.933,direct,2026-06-29T21:44:57Z
1474,2106,25,0.796,semantic,2026-06-29T21:44:57Z
1475,2107,10,0.878,hashtag,2026-06-29T21:44:57Z
1476,2109,15,0.721,inferred,2026-06-29T21:44:57Z
1477,2111,2,0.95,semantic,2026-06-29T21:44:57Z
1478,2113,31,0.772,visual,2026-06-29T21:44:57Z
1479,2114,7,0.959,inferred,2026-06-29T21:44:57Z
1480,2115,10,0.83,direct,2026-06-29T21:44:57Z
1481,2116,14,0.869,semantic,2026-06-29T21:44:57Z
1482,2117,25,0.927,hashtag,2026-06-29T21:44:57Z
1483,2118,22,0.993,visual,2026-06-29T21:44:57Z
1484,2119,4,0.882,inferred,2026-06-29T21:44:57Z
1485,2120,8,0.832,direct,2026-06-29T21:44:57Z
1486,2121,17,0.732,semantic,2026-06-29T21:44:57Z
1487,2123,15,0.977,visual,2026-06-29T21:44:57Z
1488,2124,19,0.704,inferred,2026-06-29T21:44:57Z
1489,2125,13,0.969,direct,2026-06-29T21:44:57Z
1490,2126,19,0.852,semantic,2026-06-29T21:44:57Z
1491,2127,22,0.985,hashtag,2026-06-29T21:44:57Z
1492,2128,8,0.877,visual,2026-06-29T21:44:57Z
1493,2129,20,0.79,inferred,2026-06-29T21:44:57Z
1494,2130,6,0.878,direct,2026-06-29T21:44:57Z
1495,2132,28,0.772,hashtag,2026-06-29T21:44:57Z
1496,2135,27,0.891,direct,2026-06-29T21:44:57Z
1497,2136,26,0.809,semantic,2026-06-29T21:44:57Z
1498,2137,26,0.8,hashtag,2026-06-29T21:44:57Z
1499,2138,17,0.909,visual,2026-06-29T21:44:57Z
1500,2139,23,0.835,inferred,2026-06-29T21:44:57Z
1501,2140,7,0.717,direct,2026-06-29T21:44:57Z
1502,2141,30,0.872,semantic,2026-06-29T21:44:57Z
1503,2142,21,0.728,hashtag,2026-06-29T21:44:57Z
1504,2143,4,0.753,visual,2026-06-29T21:44:57Z
1505,2144,29,0.88,inferred,2026-06-29T21:44:57Z
1506,2145,27,0.735,direct,2026-06-29T21:44:57Z
1507,2146,17,0.708,semantic,2026-06-29T21:44:57Z
1508,2147,14,0.907,hashtag,2026-06-29T21:44:57Z
1509,2148,3,0.895,visual,2026-06-29T21:44:57Z
1510,2152,19,0.816,hashtag,2026-06-29T21:44:57Z
1511,2154,15,0.889,inferred,2026-06-29T21:44:57Z
1512,2155,9,0.882,direct,2026-06-29T21:44:57Z
1513,2157,18,0.783,hashtag,2026-06-29T21:44:57Z
1514,2160,11,0.949,direct,2026-06-29T21:44:57Z
1515,2162,17,0.905,hashtag,2026-06-29T21:44:57Z
1516,2163,17,0.743,visual,2026-06-29T21:44:57Z
1517,2164,22,0.765,inferred,2026-06-29T21:44:57Z
1518,2165,1,0.972,direct,2026-06-29T21:44:57Z
1519,2166,1,0.826,semantic,2026-06-29T21:44:57Z
1520,2167,13,0.851,hashtag,2026-06-29T21:44:57Z
1521,2168,21,0.95,visual,2026-06-29T21:44:57Z
1522,2169,6,0.965,inferred,2026-06-29T21:44:57Z
1523,2170,9,0.875,direct,2026-06-29T21:44:57Z
1524,2171,29,0.97,semantic,2026-06-29T21:44:57Z
1525,2172,28,0.785,hashtag,2026-06-29T21:44:57Z
1526,2173,31,0.747,visual,2026-06-29T21:44:57Z
1527,2174,16,0.771,inferred,2026-06-29T21:44:57Z
1528,2175,11,0.802,direct,2026-06-29T21:44:57Z
1529,2176,30,0.98,semantic,2026-06-29T21:44:57Z
1530,2177,21,0.7,hashtag,2026-06-29T21:44:57Z
1531,2178,5,0.977,visual,2026-06-29T21:44:57Z
1532,2179,21,0.719,inferred,2026-06-29T21:44:57Z
1533,2181,13,0.908,semantic,2026-06-29T21:44:57Z
1534,2183,30,0.959,visual,2026-06-29T21:44:57Z
1535,2184,23,0.741,inferred,2026-06-29T21:44:57Z
1536,2187,16,0.814,hashtag,2026-06-29T21:44:57Z
1537,2188,17,0.724,visual,2026-06-29T21:44:57Z
1538,2189,4,0.783,inferred,2026-06-29T21:44:57Z
1539,2191,6,0.865,semantic,2026-06-29T21:44:57Z
1540,2193,2,0.785,visual,2026-06-29T21:44:57Z
1541,2194,7,0.733,inferred,2026-06-29T21:44:57Z
1542,2196,16,0.971,semantic,2026-06-29T21:44:57Z
1543,2198,20,0.976,visual,2026-06-29T21:44:57Z
1544,2199,23,0.922,inferred,2026-06-29T21:44:57Z
1545,2200,17,0.915,direct,2026-06-29T21:44:57Z
1546,2201,11,0.962,semantic,2026-06-29T21:44:57Z
1547,2202,12,0.947,hashtag,2026-06-29T21:44:57Z
1548,2203,4,0.763,visual,2026-06-29T21:44:57Z
1549,2204,14,0.982,inferred,2026-06-29T21:44:57Z
1550,2206,27,0.904,semantic,2026-06-29T21:44:57Z
1551,2207,10,0.829,hashtag,2026-06-29T21:44:57Z
1552,2209,22,0.822,inferred,2026-06-29T21:44:57Z
1553,2210,11,0.833,direct,2026-06-29T21:44:57Z
1554,2211,17,0.937,semantic,2026-06-29T21:44:57Z
1555,2212,17,0.861,hashtag,2026-06-29T21:44:57Z
1556,2213,28,0.951,visual,2026-06-29T21:44:57Z
1557,2217,12,0.84,hashtag,2026-06-29T21:44:57Z
1558,2218,5,0.82,visual,2026-06-29T21:44:57Z
1559,2219,11,0.822,inferred,2026-06-29T21:44:57Z
1560,2220,14,0.838,direct,2026-06-29T21:44:57Z
1561,2221,1,0.746,semantic,2026-06-29T21:44:57Z
1562,2222,20,0.85,hashtag,2026-06-29T21:44:57Z
1563,2225,17,0.717,direct,2026-06-29T21:44:57Z
1564,2226,23,0.773,semantic,2026-06-29T21:44:57Z
1565,2227,30,0.86,hashtag,2026-06-29T21:44:57Z
1566,2230,23,0.917,direct,2026-06-29T21:44:57Z
1567,2231,5,0.992,semantic,2026-06-29T21:44:57Z
1568,2234,23,0.728,inferred,2026-06-29T21:44:57Z
1569,2235,5,0.78,direct,2026-06-29T21:44:57Z
1570,2236,11,0.906,semantic,2026-06-29T21:44:57Z
1571,2237,10,0.818,hashtag,2026-06-29T21:44:57Z
1572,2238,7,0.932,visual,2026-06-29T21:44:57Z
1573,2239,25,0.87,inferred,2026-06-29T21:44:57Z
1574,2240,17,0.997,direct,2026-06-29T21:44:57Z
1575,2241,13,0.939,semantic,2026-06-29T21:44:57Z
1576,2242,2,0.976,hashtag,2026-06-29T21:44:57Z
1577,2246,8,0.797,semantic,2026-06-29T21:44:57Z
1578,2248,2,0.723,visual,2026-06-29T21:44:57Z
1579,2251,23,0.908,semantic,2026-06-29T21:44:57Z
1580,2252,22,0.997,hashtag,2026-06-29T21:44:57Z
1581,2253,29,0.959,visual,2026-06-29T21:44:57Z
1582,2254,28,0.884,inferred,2026-06-29T21:44:57Z
1583,2255,27,0.928,direct,2026-06-29T21:44:57Z
1584,2256,2,0.714,semantic,2026-06-29T21:44:57Z
1585,2258,5,0.743,visual,2026-06-29T21:44:57Z
1586,2259,21,0.869,inferred,2026-06-29T21:44:57Z
1587,2261,4,0.952,semantic,2026-06-29T21:44:57Z
1588,2262,26,0.998,hashtag,2026-06-29T21:44:57Z
1589,2264,20,0.728,inferred,2026-06-29T21:44:57Z
1590,2265,11,0.778,direct,2026-06-29T21:44:57Z
1591,2267,22,0.768,hashtag,2026-06-29T21:44:57Z
1592,2272,1,0.914,hashtag,2026-06-29T21:44:57Z
1593,2274,11,0.879,inferred,2026-06-29T21:44:57Z
1594,2275,7,0.731,direct,2026-06-29T21:44:57Z
1595,2276,23,0.849,semantic,2026-06-29T21:44:57Z
1596,2278,21,0.807,visual,2026-06-29T21:44:57Z
1597,2279,19,0.737,inferred,2026-06-29T21:44:57Z
1598,2280,13,0.722,direct,2026-06-29T21:44:57Z
1599,2281,6,0.725,semantic,2026-06-29T21:44:57Z
1600,2283,29,0.907,visual,2026-06-29T21:44:57Z
1601,2284,29,0.856,inferred,2026-06-29T21:44:57Z
1602,2285,30,0.987,direct,2026-06-29T21:44:57Z
1603,2286,14,0.818,semantic,2026-06-29T21:44:57Z
1604,2287,1,0.874,hashtag,2026-06-29T21:44:57Z
1605,2288,30,0.831,visual,2026-06-29T21:44:57Z
1606,2289,18,0.917,inferred,2026-06-29T21:44:57Z
1607,2290,15,0.768,direct,2026-06-29T21:44:57Z
1608,2294,23,0.744,inferred,2026-06-29T21:44:57Z
1609,2296,8,0.85,semantic,2026-06-29T21:44:57Z
1610,2297,13,0.736,hashtag,2026-06-29T21:44:57Z
1611,2298,24,0.927,visual,2026-06-29T21:44:57Z
1612,2299,5,0.798,inferred,2026-06-29T21:44:57Z
1613,2300,17,0.731,direct,2026-06-29T21:44:57Z
1614,2301,17,0.8,semantic,2026-06-29T21:44:57Z
1615,2302,23,0.761,hashtag,2026-06-29T21:44:57Z
1616,2304,11,0.783,inferred,2026-06-29T21:44:57Z
1617,2307,9,0.913,hashtag,2026-06-29T21:44:57Z
1618,2309,22,0.933,inferred,2026-06-29T21:44:57Z
1619,2310,3,0.704,direct,2026-06-29T21:44:57Z
1620,2311,19,1,semantic,2026-06-29T21:44:57Z
1621,2312,16,0.719,hashtag,2026-06-29T21:44:57Z
1622,2314,13,0.708,inferred,2026-06-29T21:44:57Z
1623,2315,21,0.904,direct,2026-06-29T21:44:57Z
1624,2316,15,0.845,semantic,2026-06-29T21:44:57Z
1625,2317,5,0.801,hashtag,2026-06-29T21:44:57Z
1626,2318,2,0.872,visual,2026-06-29T21:44:57Z
1627,2319,20,0.973,inferred,2026-06-29T21:44:57Z
1628,2320,27,0.859,direct,2026-06-29T21:44:57Z
1629,2321,24,0.853,semantic,2026-06-29T21:44:57Z
1630,2323,8,0.81,visual,2026-06-29T21:44:57Z
1631,2324,31,0.705,inferred,2026-06-29T21:44:57Z
1632,2326,10,0.866,semantic,2026-06-29T21:44:57Z
1633,2327,10,0.867,hashtag,2026-06-29T21:44:57Z
1634,2328,27,0.875,visual,2026-06-29T21:44:57Z
1635,2329,31,0.829,inferred,2026-06-29T21:44:57Z
1636,2330,1,0.774,direct,2026-06-29T21:44:57Z
1637,2333,9,0.87,visual,2026-06-29T21:44:57Z
1638,2334,25,0.71,inferred,2026-06-29T21:44:57Z
1639,2335,5,0.749,direct,2026-06-29T21:44:57Z
1640,2336,4,0.922,semantic,2026-06-29T21:44:57Z
1641,2337,27,0.726,hashtag,2026-06-29T21:44:57Z
1642,2340,14,0.722,direct,2026-06-29T21:44:57Z
1643,2341,29,0.971,semantic,2026-06-29T21:44:57Z
1644,2343,8,0.793,visual,2026-06-29T21:44:57Z
1645,2344,3,0.975,inferred,2026-06-29T21:44:57Z
1646,2345,28,0.962,direct,2026-06-29T21:44:57Z
1647,2346,21,0.714,semantic,2026-06-29T21:44:57Z
1648,2347,21,0.957,hashtag,2026-06-29T21:44:57Z
1649,2348,24,0.772,visual,2026-06-29T21:44:57Z
1650,2349,14,0.977,inferred,2026-06-29T21:44:57Z
1651,2351,21,0.814,semantic,2026-06-29T21:44:57Z
1652,2354,17,0.768,inferred,2026-06-29T21:44:57Z
1653,2355,20,0.947,direct,2026-06-29T21:44:57Z
1654,2356,14,0.912,semantic,2026-06-29T21:44:57Z
1655,2357,17,0.852,hashtag,2026-06-29T21:44:57Z
1656,2358,19,0.902,visual,2026-06-29T21:44:57Z
1657,2359,17,0.888,inferred,2026-06-29T21:44:57Z
1658,2360,25,0.844,direct,2026-06-29T21:44:57Z
1659,2361,16,0.961,semantic,2026-06-29T21:44:57Z
1660,2362,9,0.854,hashtag,2026-06-29T21:44:57Z
1661,2363,12,0.714,visual,2026-06-29T21:44:57Z
1662,2364,4,0.734,inferred,2026-06-29T21:44:57Z
1663,2365,19,0.753,direct,2026-06-29T21:44:57Z
1664,2366,20,0.906,semantic,2026-06-29T21:44:57Z
1665,2367,14,0.948,hashtag,2026-06-29T21:44:57Z
1666,2369,25,0.721,inferred,2026-06-29T21:44:57Z
1667,2371,13,0.775,semantic,2026-06-29T21:44:57Z
1668,2372,18,0.949,hashtag,2026-06-29T21:44:57Z
1669,2373,10,0.986,visual,2026-06-29T21:44:57Z
1670,2375,25,0.759,direct,2026-06-29T21:44:57Z
1671,2376,31,0.926,semantic,2026-06-29T21:44:57Z
1672,2377,22,0.88,hashtag,2026-06-29T21:44:57Z
1673,2379,11,0.863,inferred,2026-06-29T21:44:57Z
1674,2380,12,0.922,direct,2026-06-29T21:44:57Z
1675,2381,14,0.704,semantic,2026-06-29T21:44:57Z
1676,2382,26,0.749,hashtag,2026-06-29T21:44:57Z
1677,2383,12,0.77,visual,2026-06-29T21:44:57Z
1678,2384,27,0.768,inferred,2026-06-29T21:44:57Z
1679,2388,28,0.881,visual,2026-06-29T21:44:57Z
1680,2389,15,0.882,inferred,2026-06-29T21:44:57Z
1681,2390,12,0.843,direct,2026-06-29T21:44:57Z
1682,2391,24,0.913,semantic,2026-06-29T21:44:57Z
1683,2392,31,0.859,hashtag,2026-06-29T21:44:57Z
1684,2393,5,0.901,visual,2026-06-29T21:44:57Z
1685,2394,9,0.812,inferred,2026-06-29T21:44:57Z
1686,2396,27,0.999,semantic,2026-06-29T21:44:57Z
1687,2397,12,0.811,hashtag,2026-06-29T21:44:57Z
1688,2398,12,0.849,visual,2026-06-29T21:44:57Z
1689,2400,1,0.86,direct,2026-06-29T21:44:57Z
1690,2404,5,0.98,inferred,2026-06-29T21:44:57Z
1691,2405,10,0.758,direct,2026-06-29T21:44:57Z
1692,2406,16,0.955,semantic,2026-06-29T21:44:57Z
1693,2408,24,0.739,visual,2026-06-29T21:44:57Z
1694,2410,1,0.765,direct,2026-06-29T21:44:57Z
1695,2411,28,0.986,semantic,2026-06-29T21:44:57Z
1696,2412,27,0.882,hashtag,2026-06-29T21:44:57Z
1697,2414,31,0.852,inferred,2026-06-29T21:44:57Z
1698,2415,19,0.74,direct,2026-06-29T21:44:57Z
1699,2416,3,0.803,semantic,2026-06-29T21:44:57Z
1700,2417,22,0.991,hashtag,2026-06-29T21:44:57Z
1701,2418,23,0.963,visual,2026-06-29T21:44:57Z
1702,2419,18,0.86,inferred,2026-06-29T21:44:57Z
1703,2422,31,0.775,hashtag,2026-06-29T21:44:57Z
1704,2423,25,0.985,visual,2026-06-29T21:44:57Z
1705,2424,29,0.839,inferred,2026-06-29T21:44:57Z
1706,2426,17,0.992,semantic,2026-06-29T21:44:57Z
1707,2427,7,0.945,hashtag,2026-06-29T21:44:57Z
1708,2429,15,0.975,inferred,2026-06-29T21:44:57Z
1709,2430,1,0.758,direct,2026-06-29T21:44:57Z
1710,2431,3,0.795,semantic,2026-06-29T21:44:57Z
1711,2433,25,0.755,visual,2026-06-29T21:44:57Z
1712,2435,2,0.822,direct,2026-06-29T21:44:57Z
1713,2436,31,0.87,semantic,2026-06-29T21:44:57Z
1714,2437,15,0.767,hashtag,2026-06-29T21:44:57Z
1715,2438,26,0.967,visual,2026-06-29T21:44:57Z
1716,2439,17,0.702,inferred,2026-06-29T21:44:57Z
1717,2441,29,0.965,semantic,2026-06-29T21:44:57Z
1718,2442,14,0.793,hashtag,2026-06-29T21:44:57Z
1719,2443,3,0.737,visual,2026-06-29T21:44:57Z
1720,2444,21,0.887,inferred,2026-06-29T21:44:57Z
1721,2450,17,0.797,direct,2026-06-29T21:44:57Z
1722,2451,2,0.917,semantic,2026-06-29T21:44:57Z
1723,2452,24,0.828,hashtag,2026-06-29T21:44:57Z
1724,2453,30,0.959,visual,2026-06-29T21:44:57Z
1725,2454,26,0.739,inferred,2026-06-29T21:44:57Z
1726,2455,22,0.92,direct,2026-06-29T21:44:57Z
1727,2456,20,0.986,semantic,2026-06-29T21:44:57Z
1728,2457,26,0.966,hashtag,2026-06-29T21:44:57Z
1729,2458,25,0.857,visual,2026-06-29T21:44:57Z
1730,2459,30,0.926,inferred,2026-06-29T21:44:57Z
1731,2460,28,0.869,direct,2026-06-29T21:44:57Z
1732,2461,3,0.921,semantic,2026-06-29T21:44:57Z
1733,2463,10,0.779,visual,2026-06-29T21:44:57Z
1734,2468,11,0.886,visual,2026-06-29T21:44:57Z
1735,2469,16,0.714,inferred,2026-06-29T21:44:57Z
1736,2470,25,0.852,direct,2026-06-29T21:44:57Z
1737,2471,4,0.809,semantic,2026-06-29T21:44:57Z
1738,2473,8,0.727,visual,2026-06-29T21:44:57Z
1739,2474,12,0.763,inferred,2026-06-29T21:44:57Z
1740,2475,19,0.849,direct,2026-06-29T21:44:57Z
1741,2476,25,0.968,semantic,2026-06-29T21:44:57Z
1742,2477,4,0.862,hashtag,2026-06-29T21:44:57Z
1743,2478,5,0.788,visual,2026-06-29T21:44:57Z
1744,2479,19,0.999,inferred,2026-06-29T21:44:57Z
1745,2480,8,0.879,direct,2026-06-29T21:44:57Z
1746,2481,1,0.928,semantic,2026-06-29T21:44:57Z
1747,2483,2,0.941,visual,2026-06-29T21:44:57Z
1748,2484,30,0.929,inferred,2026-06-29T21:44:57Z
1749,2485,6,0.975,direct,2026-06-29T21:44:57Z
1750,2489,28,0.954,inferred,2026-06-29T21:44:57Z
1751,2490,17,0.738,direct,2026-06-29T21:44:57Z
1752,2492,24,0.729,hashtag,2026-06-29T21:44:57Z
1753,2493,21,0.965,visual,2026-06-29T21:44:57Z
1754,2494,31,0.854,inferred,2026-06-29T21:44:57Z
1755,2496,25,0.991,semantic,2026-06-29T21:44:57Z
1756,2497,17,0.898,hashtag,2026-06-29T21:44:57Z
1757,2498,23,0.722,visual,2026-06-29T21:44:57Z
1758,2499,1,0.92,inferred,2026-06-29T21:44:57Z
1759,2500,8,0.965,direct,2026-06-29T21:44:57Z
1760,2501,9,0.744,semantic,2026-06-29T21:44:57Z
1761,2502,15,0.984,hashtag,2026-06-29T21:44:57Z
1762,2503,30,0.817,visual,2026-06-29T21:44:57Z
1763,2504,23,0.731,inferred,2026-06-29T21:44:57Z
1764,2505,28,0.807,direct,2026-06-29T21:44:57Z
1765,2507,2,0.727,hashtag,2026-06-29T21:44:57Z
1766,2508,30,0.737,visual,2026-06-29T21:44:57Z
1767,2509,23,0.713,inferred,2026-06-29T21:44:57Z
1768,2510,27,0.972,direct,2026-06-29T21:44:57Z
1769,2511,6,0.823,semantic,2026-06-29T21:44:57Z
1770,2514,6,0.804,inferred,2026-06-29T21:44:57Z
1771,2515,10,0.915,direct,2026-06-29T21:44:57Z
1772,2516,17,0.857,semantic,2026-06-29T21:44:57Z
1773,2517,30,0.891,hashtag,2026-06-29T21:44:57Z
1774,2519,14,0.972,inferred,2026-06-29T21:44:57Z
1775,2520,24,0.795,direct,2026-06-29T21:44:57Z
1776,2521,10,0.71,semantic,2026-06-29T21:44:57Z
1777,2522,18,0.992,hashtag,2026-06-29T21:44:57Z
1778,2523,17,0.864,visual,2026-06-29T21:44:57Z
1779,2524,18,0.963,inferred,2026-06-29T21:44:57Z
1780,2525,27,0.868,direct,2026-06-29T21:44:57Z
1781,2526,17,0.714,semantic,2026-06-29T21:44:57Z
1782,2527,27,0.982,hashtag,2026-06-29T21:44:57Z
1783,2528,16,0.953,visual,2026-06-29T21:44:57Z
1784,2529,2,0.765,inferred,2026-06-29T21:44:57Z
1785,2532,8,0.834,hashtag,2026-06-29T21:44:57Z
1786,2533,26,0.935,visual,2026-06-29T21:44:57Z
1787,2535,24,0.958,direct,2026-06-29T21:44:57Z
1788,2537,30,0.855,hashtag,2026-06-29T21:44:57Z
1789,2538,23,0.972,visual,2026-06-29T21:44:57Z
1790,2543,13,0.961,visual,2026-06-29T21:44:57Z
1791,2545,7,0.814,direct,2026-06-29T21:44:57Z
1792,2546,25,0.883,semantic,2026-06-29T21:44:57Z
1793,2547,11,0.82,hashtag,2026-06-29T21:44:57Z
1794,2548,7,0.776,visual,2026-06-29T21:44:57Z
1795,2550,14,0.932,direct,2026-06-29T21:44:57Z
1796,2551,9,0.75,semantic,2026-06-29T21:44:57Z
1797,2552,5,0.73,hashtag,2026-06-29T21:44:57Z
1798,2553,7,0.81,visual,2026-06-29T21:44:57Z
1799,2555,20,0.773,direct,2026-06-29T21:44:57Z
1800,2556,22,0.794,semantic,2026-06-29T21:44:57Z
1801,2559,23,0.864,inferred,2026-06-29T21:44:57Z
1802,2560,1,0.896,direct,2026-06-29T21:44:57Z
1803,2561,9,0.839,semantic,2026-06-29T21:44:57Z
1804,2562,18,0.791,hashtag,2026-06-29T21:44:57Z
1805,2563,7,0.942,visual,2026-06-29T21:44:57Z
1806,2564,13,0.806,inferred,2026-06-29T21:44:57Z
1807,2565,6,0.718,direct,2026-06-29T21:44:57Z
1808,2566,21,0.994,semantic,2026-06-29T21:44:57Z
1809,2567,4,0.819,hashtag,2026-06-29T21:44:57Z
1810,2568,25,0.85,visual,2026-06-29T21:44:57Z
1811,2569,12,0.702,inferred,2026-06-29T21:44:57Z
1812,2570,1,0.969,direct,2026-06-29T21:44:57Z
1813,2571,29,0.777,semantic,2026-06-29T21:44:57Z
1814,2572,25,0.932,hashtag,2026-06-29T21:44:57Z
1815,2573,19,0.764,visual,2026-06-29T21:44:57Z
1816,2574,12,0.8,inferred,2026-06-29T21:44:57Z
1817,2575,8,0.869,direct,2026-06-29T21:44:57Z
1818,2577,12,0.74,hashtag,2026-06-29T21:44:57Z
1819,2578,3,0.74,visual,2026-06-29T21:44:57Z
1820,2580,14,0.912,direct,2026-06-29T21:44:57Z
1821,2581,13,0.954,semantic,2026-06-29T21:44:57Z
1822,2583,6,0.757,visual,2026-06-29T21:44:57Z
1823,2584,31,0.914,inferred,2026-06-29T21:44:57Z
1824,2585,21,0.797,direct,2026-06-29T21:44:57Z
1825,2586,7,0.898,semantic,2026-06-29T21:44:57Z
1826,2587,17,0.817,hashtag,2026-06-29T21:44:57Z
1827,2588,25,0.865,visual,2026-06-29T21:44:57Z
1828,2591,12,0.803,semantic,2026-06-29T21:44:57Z
1829,2593,10,0.886,visual,2026-06-29T21:44:57Z
1830,2595,12,0.909,direct,2026-06-29T21:44:57Z
1831,2597,24,0.948,hashtag,2026-06-29T21:44:57Z
1832,2599,4,0.724,inferred,2026-06-29T21:44:57Z
1833,2600,16,0.984,direct,2026-06-29T21:44:57Z
1834,2601,12,0.782,semantic,2026-06-29T21:44:57Z
1835,2602,3,0.836,hashtag,2026-06-29T21:44:57Z
1836,2604,26,0.873,inferred,2026-06-29T21:44:57Z
1837,2605,6,0.92,direct,2026-06-29T21:44:57Z
1838,2606,25,0.869,semantic,2026-06-29T21:44:57Z
1839,2607,19,0.953,hashtag,2026-06-29T21:44:57Z
1840,2608,24,0.819,visual,2026-06-29T21:44:57Z
1841,2609,4,0.883,inferred,2026-06-29T21:44:57Z
1842,2611,7,0.702,semantic,2026-06-29T21:44:57Z
1843,2612,28,0.758,hashtag,2026-06-29T21:44:57Z
1844,2613,29,0.846,visual,2026-06-29T21:44:57Z
1845,2615,30,0.973,direct,2026-06-29T21:44:57Z
1846,2616,10,0.795,semantic,2026-06-29T21:44:57Z
1847,2617,19,0.809,hashtag,2026-06-29T21:44:57Z
1848,2618,18,0.802,visual,2026-06-29T21:44:57Z
1849,2619,27,0.752,inferred,2026-06-29T21:44:57Z
1850,2622,11,0.822,hashtag,2026-06-29T21:44:57Z
1851,2624,22,0.997,inferred,2026-06-29T21:44:57Z
1852,2626,11,0.804,semantic,2026-06-29T21:44:57Z
1853,2627,11,0.975,hashtag,2026-06-29T21:44:57Z
1854,2628,8,0.869,visual,2026-06-29T21:44:57Z
1855,2629,25,0.844,inferred,2026-06-29T21:44:57Z
1856,2630,25,0.713,direct,2026-06-29T21:44:57Z
1857,2631,2,0.864,semantic,2026-06-29T21:44:57Z
1858,2632,19,0.745,hashtag,2026-06-29T21:44:57Z
1859,2633,22,0.943,visual,2026-06-29T21:44:57Z
1860,2634,14,0.862,inferred,2026-06-29T21:44:57Z
1861,2635,7,0.735,direct,2026-06-29T21:44:57Z
1862,2636,12,0.784,semantic,2026-06-29T21:44:57Z
1863,2641,7,0.782,semantic,2026-06-29T21:44:57Z
1864,2643,13,0.733,visual,2026-06-29T21:44:57Z
1865,2644,7,0.824,inferred,2026-06-29T21:44:57Z
1866,2645,15,0.904,direct,2026-06-29T21:44:57Z
