work_order_line_id,work_order_id,manufactured_part_id,requested_units,planned_unit_value,assigned_plant_id
6806,2263,13,2,980,3
6807,2263,10,1,275,3
6808,2264,11,2,520,6
6809,2265,13,2,980,1
6810,2265,21,1,110,1
6811,2265,2,2,18400,1
6812,2266,10,3,275,9
6813,2266,4,1,92,9
6814,2267,1,1,1280,11
6815,2267,15,1,360,11
6816,2267,9,1,390,11
6817,2268,4,1,92,9
6818,2268,25,1,475,9
6819,2268,6,1,145,9
6820,2269,28,3,390,
6821,2270,2,2,18400,1
6822,2270,6,1,145,1
6823,2270,21,1,110,1
6824,2270,21,1,110,1
6825,2271,7,3,1460,10
6826,2272,14,1,1250,12
6827,2272,3,3,740,12
6828,2272,11,2,520,12
6829,2272,16,3,5200,12
6830,2272,15,1,360,12
6831,2273,3,1,740,10
6832,2273,27,1,720,10
6833,2273,18,3,430,10
6834,2273,23,3,98,10
6835,2274,14,2,1250,8
6836,2274,22,1,132,8
6837,2275,19,3,74,3
6838,2276,26,1,340,1
6839,2276,1,1,1280,1
6840,2276,8,1,210,1
6841,2276,22,3,132,1
6842,2277,3,1,740,
6843,2278,17,1,8900,1
6844,2278,1,3,1280,1
6845,2278,18,1,430,1
6846,2279,8,2,210,4
6847,2279,25,3,475,4
6848,2279,24,3,260,4
6849,2280,18,3,430,6
6850,2280,8,1,210,6
6851,2280,2,3,18400,6
6852,2280,25,1,475,6
6853,2281,1,3,1280,10
6854,2281,4,3,92,10
6855,2281,20,3,620,10
6856,2282,30,2,46,9
6857,2282,10,3,275,9
6858,2282,8,3,210,9
6859,2282,14,3,1250,9
6860,2283,28,3,390,1
6861,2283,12,3,185,1
6862,2283,28,3,390,1
6863,2284,26,1,340,1
6864,2284,22,1,132,1
6865,2284,11,2,520,1
6866,2285,17,2,8900,
6867,2285,18,1,430,
6868,2286,30,3,46,3
6869,2286,7,1,1460,3
6870,2287,12,1,185,11
6871,2287,27,1,720,11
6872,2287,6,1,145,11
6873,2288,3,2,740,12
6874,2288,20,2,620,12
6875,2288,2,1,18400,12
6876,2289,28,3,390,10
6877,2289,14,2,1250,10
6878,2289,13,2,980,10
6879,2290,4,2,92,9
6880,2291,1,1,1280,11
6881,2291,22,2,132,11
6882,2292,29,1,580,7
6883,2292,12,1,185,7
6884,2292,27,3,720,7
6885,2292,30,2,46,7
6886,2293,20,3,620,
6887,2293,29,2,580,
6888,2293,16,1,5200,
6889,2294,2,1,18400,1
6890,2294,23,1,98,1
6891,2294,17,3,8900,1
6892,2294,2,2,18400,1
6893,2294,17,1,8900,1
6894,2295,23,2,98,5
6895,2295,18,1,430,5
6896,2296,15,3,360,3
6897,2296,24,3,260,3
6898,2296,18,3,430,3
6899,2296,14,3,1250,3
6900,2296,18,3,430,3
6901,2297,22,1,132,12
6902,2297,20,2,620,12
6903,2297,7,3,1460,12
6904,2297,9,2,390,12
6905,2298,1,1,1280,4
6906,2298,7,1,1460,4
6907,2298,1,2,1280,4
6908,2299,25,1,475,11
6909,2299,6,2,145,11
6910,2300,29,3,580,7
6911,2300,21,1,110,7
6912,2300,1,2,1280,7
6913,2300,25,1,475,7
6914,2300,21,1,110,7
6915,2301,10,3,275,
6916,2301,20,1,620,
6917,2301,21,1,110,
6918,2301,31,1,88,
6919,2301,17,2,8900,
6920,2302,15,2,360,8
6921,2302,3,1,740,8
6922,2303,15,1,360,2
6923,2304,10,1,275,7
6924,2304,18,1,430,7
6925,2305,19,1,74,12
6926,2305,29,1,580,12
6927,2305,24,3,260,12
6928,2305,27,3,720,12
6929,2305,6,1,145,12
6930,2306,31,3,88,7
6931,2307,20,2,620,1
6932,2307,26,1,340,1
6933,2308,4,2,92,12
6934,2309,28,3,390,
6935,2309,25,2,475,
6936,2309,17,1,8900,
6937,2309,25,3,475,
6938,2310,29,2,580,7
6939,2310,21,1,110,7
6940,2310,13,2,980,7
6941,2310,21,2,110,7
6942,2310,20,3,620,7
6943,2311,27,1,720,1
6944,2311,28,3,390,1
6945,2311,6,3,145,1
6946,2311,5,2,680,1
6947,2312,16,2,5200,10
6948,2313,15,2,360,9
6949,2313,18,3,430,9
6950,2313,27,2,720,9
6951,2314,1,3,1280,2
6952,2315,23,1,98,8
6953,2315,17,1,8900,8
6954,2315,3,2,740,8
6955,2315,19,2,74,8
6956,2316,4,2,92,12
6957,2316,25,3,475,12
6958,2316,18,2,430,12
6959,2317,14,1,1250,
6960,2317,6,2,145,
6961,2317,6,2,145,
6962,2317,12,1,185,
6963,2317,29,2,580,
6964,2318,14,3,1250,7
6965,2318,27,3,720,7
6966,2318,10,3,275,7
6967,2319,4,1,92,5
6968,2320,21,3,110,5
6969,2321,21,3,110,4
6970,2321,8,2,210,4
6971,2321,31,2,88,4
6972,2321,2,2,18400,4
6973,2321,9,3,390,4
6974,2322,7,2,1460,1
6975,2322,9,2,390,1
6976,2322,14,2,1250,1
6977,2322,26,1,340,1
6978,2322,17,3,8900,1
6979,2323,29,2,580,5
6980,2323,24,1,260,5
6981,2323,1,1,1280,5
6982,2323,9,2,390,5
6983,2323,12,1,185,5
6984,2324,18,1,430,6
6985,2324,6,2,145,6
6986,2325,18,2,430,
6987,2325,15,2,360,
6988,2325,9,3,390,
6989,2326,26,1,340,4
6990,2326,16,1,5200,4
6991,2326,18,2,430,4
6992,2326,21,3,110,4
6993,2326,7,3,1460,4
6994,2327,15,1,360,7
6995,2328,24,1,260,6
6996,2329,16,2,5200,11
6997,2329,19,3,74,11
6998,2330,10,2,275,5
6999,2330,20,2,620,5
7000,2330,10,1,275,5
7001,2330,25,1,475,5
7002,2330,20,3,620,5
7003,2331,25,1,475,6
7004,2331,13,2,980,6
7005,2332,2,3,18400,9
7006,2332,15,1,360,9
7007,2332,13,3,980,9
7008,2333,21,2,110,
7009,2333,6,1,145,
7010,2333,23,3,98,
7011,2334,14,1,1250,5
7012,2334,12,2,185,5
7013,2334,23,3,98,5
7014,2335,21,2,110,7
7015,2335,20,1,620,7
7016,2335,1,1,1280,7
7017,2335,6,2,145,7
7018,2335,11,1,520,7
7019,2336,6,2,145,6
7020,2336,29,1,580,6
7021,2336,19,1,74,6
7022,2337,1,1,1280,10
7023,2337,15,2,360,10
7024,2337,25,1,475,10
7025,2337,5,3,680,10
7026,2337,5,3,680,10
7027,2338,13,3,980,5
7028,2338,1,2,1280,5
7029,2338,1,2,1280,5
7030,2338,29,1,580,5
7031,2339,31,1,88,6
7032,2339,2,2,18400,6
7033,2339,18,3,430,6
7034,2339,25,3,475,6
7035,2339,25,2,475,6
7036,2340,22,1,132,3
7037,2340,1,3,1280,3
7038,2341,29,2,580,
7039,2341,30,3,46,
7040,2341,5,2,680,
7041,2342,24,3,260,5
7042,2342,1,3,1280,5
7043,2343,20,1,620,11
7044,2343,29,1,580,11
7045,2343,15,1,360,11
7046,2344,19,1,74,1
7047,2344,13,2,980,1
7048,2344,4,2,92,1
7049,2344,3,1,740,1
7050,2344,21,1,110,1
7051,2345,26,1,340,2
7052,2346,11,1,520,9
7053,2346,4,2,92,9
7054,2347,1,1,1280,4
7055,2347,27,3,720,4
7056,2347,3,1,740,4
7057,2347,1,3,1280,4
7058,2348,1,1,1280,8
7059,2348,23,2,98,8
7060,2349,11,2,520,
7061,2349,29,1,580,
7062,2349,25,3,475,
7063,2349,27,2,720,
7064,2350,17,2,8900,11
7065,2350,30,2,46,11
7066,2350,12,3,185,11
7067,2350,27,1,720,11
7068,2350,24,1,260,11
7069,2351,28,2,390,5
7070,2351,5,3,680,5
7071,2352,25,2,475,10
7072,2352,5,2,680,10
7073,2352,28,1,390,10
7074,2352,6,3,145,10
7075,2353,16,3,5200,9
7076,2353,20,3,620,9
7077,2354,21,1,110,4
7078,2354,14,2,1250,4
7079,2355,23,2,98,5
7080,2355,27,2,720,5
7081,2356,3,2,740,4
7082,2356,18,2,430,4
7083,2356,26,2,340,4
7084,2356,5,2,680,4
7085,2356,20,1,620,4
7086,2357,4,1,92,
7087,2357,17,3,8900,
7088,2357,11,1,520,
7089,2358,3,3,740,10
7090,2358,8,1,210,10
7091,2358,3,1,740,10
7092,2359,16,2,5200,7
7093,2360,14,1,1250,4
7094,2361,8,3,210,1
7095,2362,12,2,185,8
7096,2362,24,3,260,8
7097,2363,25,3,475,7
7098,2363,31,3,88,7
7099,2364,4,3,92,4
7100,2364,25,3,475,4
7101,2364,25,1,475,4
7102,2365,1,1,1280,
7103,2365,15,3,360,
7104,2365,15,3,360,
7105,2365,24,2,260,
7106,2365,8,3,210,
7107,2366,9,3,390,11
7108,2367,21,1,110,12
7109,2367,24,2,260,12
7110,2367,1,1,1280,12
7111,2367,17,3,8900,12
7112,2367,14,3,1250,12
7113,2368,26,3,340,12
7114,2368,18,2,430,12
7115,2369,19,3,74,5
7116,2369,7,2,1460,5
7117,2369,11,2,520,5
7118,2369,20,2,620,5
7119,2370,9,3,390,11
7120,2370,10,3,275,11
7121,2370,12,1,185,11
7122,2370,23,3,98,11
7123,2370,22,1,132,11
7124,2371,28,1,390,11
7125,2371,30,2,46,11
7126,2372,25,2,475,9
7127,2372,2,2,18400,9
7128,2372,19,2,74,9
7129,2372,1,2,1280,9
7130,2373,16,2,5200,
7131,2373,28,2,390,
7132,2373,25,3,475,
7133,2374,23,2,98,12
7134,2374,8,3,210,12
7135,2375,14,1,1250,11
7136,2375,22,1,132,11
7137,2375,20,3,620,11
7138,2376,23,2,98,7
7139,2376,23,2,98,7
7140,2376,28,1,390,7
7141,2376,13,2,980,7
7142,2377,4,1,92,8
7143,2378,1,1,1280,9
7144,2379,2,3,18400,1
7145,2379,25,3,475,1
7146,2379,20,1,620,1
7147,2379,22,3,132,1
7148,2380,21,3,110,3
7149,2381,10,3,275,
7150,2382,25,2,475,7
7151,2382,20,3,620,7
7152,2382,19,2,74,7
7153,2383,5,1,680,9
7154,2383,20,1,620,9
7155,2383,8,2,210,9
7156,2383,14,3,1250,9
7157,2383,28,1,390,9
7158,2384,7,2,1460,7
7159,2385,5,3,680,8
7160,2386,4,1,92,10
7161,2387,7,1,1460,8
7162,2387,1,3,1280,8
7163,2388,19,3,74,12
7164,2388,25,1,475,12
7165,2388,11,2,520,12
7166,2388,28,1,390,12
7167,2389,15,2,360,
7168,2389,1,3,1280,
7169,2389,7,2,1460,
7170,2389,8,1,210,
7171,2390,31,1,88,1
7172,2390,11,3,520,1
7173,2390,21,2,110,1
7174,2391,25,2,475,12
7175,2392,2,2,18400,1
7176,2392,27,3,720,1
7177,2392,3,1,740,1
7178,2392,8,1,210,1
7179,2393,31,1,88,8
7180,2393,13,1,980,8
7181,2393,13,2,980,8
7182,2394,18,3,430,8
7183,2394,26,3,340,8
7184,2394,6,2,145,8
7185,2394,1,2,1280,8
7186,2394,22,1,132,8
7187,2395,7,2,1460,1
7188,2395,29,3,580,1
7189,2395,3,2,740,1
7190,2395,28,1,390,1
7191,2396,21,1,110,1
7192,2397,5,1,680,
7193,2397,8,2,210,
7194,2397,13,1,980,
7195,2397,26,1,340,
7196,2398,23,1,98,8
7197,2398,12,3,185,8
7198,2398,22,1,132,8
7199,2398,3,1,740,8
7200,2398,5,1,680,8
7201,2399,4,2,92,11
7202,2399,1,1,1280,11
7203,2399,10,2,275,11
7204,2399,12,3,185,11
7205,2399,7,2,1460,11
7206,2400,14,1,1250,3
7207,2400,3,2,740,3
7208,2401,15,3,360,8
7209,2401,17,2,8900,8
7210,2401,20,2,620,8
7211,2401,8,1,210,8
7212,2401,23,3,98,8
7213,2402,16,1,5200,4
7214,2402,17,3,8900,4
7215,2402,18,2,430,4
7216,2402,4,2,92,4
7217,2402,13,2,980,4
7218,2403,29,2,580,12
7219,2403,14,2,1250,12
7220,2404,20,1,620,9
7221,2404,26,2,340,9
7222,2404,3,2,740,9
7223,2405,14,3,1250,
7224,2405,21,3,110,
7225,2405,27,2,720,
7226,2405,30,2,46,
7227,2406,29,1,580,2
7228,2406,16,2,5200,2
7229,2406,19,3,74,2
7230,2406,31,1,88,2
7231,2406,7,3,1460,2
7232,2407,27,2,720,2
7233,2407,3,3,740,2
7234,2408,21,3,110,6
7235,2408,17,2,8900,6
7236,2409,30,3,46,11
7237,2409,6,1,145,11
7238,2409,1,3,1280,11
7239,2409,6,3,145,11
7240,2410,5,2,680,5
7241,2411,20,3,620,3
7242,2411,17,1,8900,3
7243,2411,25,2,475,3
7244,2412,22,1,132,7
7245,2412,25,2,475,7
7246,2412,22,2,132,7
7247,2412,2,2,18400,7
7248,2413,14,1,1250,
7249,2413,7,1,1460,
7250,2413,25,2,475,
7251,2413,19,3,74,
7252,2414,24,2,260,2
7253,2414,29,2,580,2
7254,2414,17,1,8900,2
7255,2415,29,1,580,4
7256,2415,26,3,340,4
7257,2415,27,3,720,4
7258,2416,12,1,185,7
7259,2416,1,3,1280,7
7260,2416,5,2,680,7
7261,2416,7,3,1460,7
7262,2417,28,2,390,5
7263,2417,30,3,46,5
7264,2417,9,1,390,5
7265,2417,27,3,720,5
7266,2417,7,3,1460,5
7267,2418,17,3,8900,8
7268,2418,8,1,210,8
7269,2418,7,3,1460,8
7270,2418,20,1,620,8
7271,2418,27,3,720,8
7272,2419,5,3,680,1
7273,2419,4,3,92,1
7274,2420,9,2,390,11
7275,2421,19,3,74,
7276,2422,9,2,390,9
7277,2422,6,2,145,9
7278,2422,3,3,740,9
7279,2422,26,1,340,9
7280,2423,31,3,88,7
7281,2423,30,3,46,7
7282,2423,19,3,74,7
7283,2423,10,3,275,7
7284,2424,5,2,680,9
7285,2425,31,3,88,1
7286,2426,10,2,275,3
7287,2427,20,2,620,12
7288,2427,12,3,185,12
7289,2427,31,2,88,12
7290,2427,27,2,720,12
7291,2428,1,1,1280,6
7292,2429,17,2,8900,
7293,2429,15,1,360,
7294,2429,12,1,185,
7295,2429,22,2,132,
7296,2429,20,1,620,
7297,2430,6,2,145,10
7298,2430,6,3,145,10
7299,2430,15,2,360,10
7300,2430,15,3,360,10
7301,2430,20,1,620,10
7302,2431,28,2,390,11
7303,2431,18,2,430,11
7304,2432,12,3,185,11
7305,2432,4,2,92,11
7306,2432,24,1,260,11
7307,2433,3,3,740,5
7308,2433,23,3,98,5
7309,2433,18,2,430,5
7310,2434,17,2,8900,10
7311,2435,1,3,1280,1
7312,2436,16,2,5200,9
7313,2436,9,1,390,9
7314,2436,12,2,185,9
7315,2437,5,2,680,
7316,2437,12,2,185,
7317,2437,29,2,580,
7318,2438,14,1,1250,3
7319,2438,30,2,46,3
7320,2439,4,1,92,5
7321,2439,16,2,5200,5
7322,2439,23,2,98,5
7323,2440,19,2,74,6
7324,2441,16,3,5200,8
7325,2441,28,1,390,8
7326,2441,15,2,360,8
7327,2442,4,3,92,3
7328,2442,18,1,430,3
7329,2442,11,3,520,3
7330,2442,25,3,475,3
7331,2443,13,3,980,7
7332,2444,23,1,98,6
7333,2444,28,3,390,6
7334,2444,11,3,520,6
7335,2444,18,3,430,6
7336,2445,22,3,132,
7337,2445,27,3,720,
7338,2445,30,3,46,
7339,2445,18,2,430,
7340,2446,7,1,1460,8
7341,2446,31,1,88,8
7342,2447,12,2,185,7
7343,2448,29,2,580,12
7344,2449,20,3,620,5
7345,2449,4,3,92,5
7346,2449,1,1,1280,5
7347,2450,6,2,145,7
7348,2450,12,2,185,7
7349,2451,2,2,18400,7
7350,2452,6,2,145,9
7351,2452,31,2,88,9
7352,2452,5,3,680,9
7353,2452,23,2,98,9
7354,2452,11,1,520,9
7355,2453,17,1,8900,
7356,2453,24,3,260,
7357,2453,17,3,8900,
7358,2453,7,3,1460,
7359,2454,3,1,740,11
7360,2454,18,1,430,11
7361,2454,8,2,210,11
7362,2455,12,1,185,5
7363,2455,16,3,5200,5
7364,2455,6,2,145,5
7365,2455,18,1,430,5
7366,2456,9,1,390,3
7367,2456,28,2,390,3
7368,2456,22,3,132,3
7369,2457,1,3,1280,4
7370,2457,9,1,390,4
7371,2457,10,3,275,4
7372,2457,8,3,210,4
7373,2457,27,2,720,4
7374,2458,28,2,390,9
7375,2458,1,2,1280,9
7376,2459,21,1,110,8
7377,2459,31,1,88,8
7378,2459,20,2,620,8
7379,2460,26,2,340,2
7380,2460,9,3,390,2
7381,2460,14,1,1250,2
7382,2460,6,1,145,2
7383,2461,20,1,620,
7384,2461,27,3,720,
7385,2461,14,3,1250,
7386,2462,30,1,46,9
7387,2463,28,1,390,3
7388,2463,16,1,5200,3
7389,2463,20,1,620,3
7390,2463,10,3,275,3
7391,2463,7,3,1460,3
7392,2464,7,3,1460,10
7393,2464,5,2,680,10
7394,2465,17,2,8900,2
7395,2465,11,1,520,2
7396,2465,3,3,740,2
7397,2466,10,2,275,8
7398,2466,23,2,98,8
7399,2467,25,1,475,4
7400,2467,23,2,98,4
7401,2467,3,1,740,4
7402,2467,16,1,5200,4
7403,2468,30,3,46,10
7404,2468,16,2,5200,10
7405,2468,11,1,520,10
7406,2469,31,2,88,
7407,2470,29,3,580,7
7408,2470,4,2,92,7
7409,2470,12,2,185,7
7410,2470,4,3,92,7
7411,2471,15,2,360,9
7412,2471,26,2,340,9
7413,2472,8,2,210,8
7414,2472,15,2,360,8
7415,2472,10,2,275,8
7416,2473,9,2,390,5
7417,2473,31,2,88,5
7418,2473,3,3,740,5
7419,2473,8,2,210,5
7420,2473,22,2,132,5
7421,2474,21,2,110,10
7422,2474,21,2,110,10
7423,2475,11,3,520,1
7424,2475,4,3,92,1
7425,2475,12,1,185,1
7426,2476,9,3,390,9
7427,2476,7,1,1460,9
7428,2477,19,3,74,
7429,2477,18,1,430,
7430,2478,13,1,980,9
7431,2478,31,3,88,9
7432,2479,2,3,18400,1
7433,2479,1,2,1280,1
7434,2479,26,2,340,1
7435,2479,12,3,185,1
7436,2479,16,1,5200,1
7437,2480,6,1,145,11
7438,2480,11,2,520,11
7439,2481,23,2,98,9
7440,2482,4,2,92,5
7441,2482,16,1,5200,5
7442,2482,2,3,18400,5
7443,2482,13,3,980,5
7444,2482,4,3,92,5
7445,2483,18,1,430,6
7446,2483,14,3,1250,6
7447,2483,24,3,260,6
7448,2483,9,1,390,6
7449,2483,14,2,1250,6
7450,2484,1,3,1280,9
7451,2484,31,3,88,9
7452,2485,24,3,260,
7453,2485,12,2,185,
7454,2486,19,1,74,5
7455,2486,17,1,8900,5
7456,2487,4,1,92,10
7457,2487,21,3,110,10
7458,2487,26,1,340,10
7459,2487,13,2,980,10
7460,2488,4,3,92,7
7461,2489,30,3,46,2
7462,2489,30,2,46,2
7463,2489,1,2,1280,2
7464,2490,23,2,98,12
7465,2490,16,3,5200,12
7466,2490,12,3,185,12
7467,2490,3,2,740,12
7468,2491,6,3,145,1
7469,2491,19,2,74,1
7470,2491,18,3,430,1
7471,2492,29,2,580,2
7472,2492,7,1,1460,2
7473,2492,13,1,980,2
7474,2493,5,1,680,
7475,2493,2,3,18400,
7476,2494,25,3,475,5
7477,2494,13,1,980,5
7478,2494,5,3,680,5
7479,2495,13,3,980,2
7480,2495,20,1,620,2
7481,2495,2,3,18400,2
7482,2495,14,1,1250,2
7483,2496,27,3,720,7
7484,2496,13,2,980,7
7485,2497,14,2,1250,3
7486,2497,1,2,1280,3
7487,2498,28,3,390,10
7488,2498,27,2,720,10
7489,2498,27,3,720,10
7490,2498,19,1,74,10
7491,2498,23,2,98,10
7492,2499,28,1,390,3
7493,2500,25,2,475,2
7494,2500,26,1,340,2
7495,2500,25,1,475,2
7496,2500,7,3,1460,2
7497,2501,6,2,145,
7498,2502,30,2,46,1
7499,2502,27,1,720,1
7500,2502,9,2,390,1
7501,2502,13,3,980,1
7502,2502,29,3,580,1
7503,2503,11,3,520,6
7504,2503,27,3,720,6
7505,2504,25,2,475,3
7506,2505,11,1,520,11
7507,2505,19,2,74,11
7508,2505,31,1,88,11
7509,2506,4,1,92,12
7510,2506,19,2,74,12
7511,2506,14,3,1250,12
7512,2507,21,1,110,12
7513,2507,3,1,740,12
7514,2507,30,2,46,12
7515,2507,31,3,88,12
7516,2507,24,1,260,12
7517,2508,4,3,92,6
7518,2509,26,2,340,
7519,2510,12,2,185,3
7520,2510,19,2,74,3
7521,2510,28,1,390,3
7522,2511,1,1,1280,10
7523,2511,23,3,98,10
7524,2511,28,1,390,10
7525,2511,3,2,740,10
7526,2512,22,1,132,10
7527,2512,26,1,340,10
7528,2512,12,3,185,10
7529,2512,4,1,92,10
7530,2512,9,2,390,10
7531,2513,29,2,580,8
7532,2514,13,2,980,4
7533,2514,12,1,185,4
7534,2514,8,1,210,4
7535,2514,22,1,132,4
7536,2515,4,2,92,2
7537,2515,19,3,74,2
7538,2516,10,2,275,12
7539,2516,12,3,185,12
7540,2516,3,3,740,12
7541,2516,30,3,46,12
7542,2517,8,3,210,
7543,2517,26,3,340,
7544,2517,16,2,5200,
7545,2518,16,3,5200,6
7546,2518,9,3,390,6
7547,2518,5,1,680,6
7548,2519,28,2,390,8
7549,2519,29,2,580,8
7550,2520,31,1,88,1
7551,2521,17,1,8900,7
7552,2521,14,2,1250,7
7553,2521,3,2,740,7
7554,2521,25,2,475,7
7555,2522,21,1,110,9
7556,2523,15,2,360,6
7557,2523,25,2,475,6
7558,2523,7,3,1460,6
7559,2523,26,1,340,6
7560,2524,23,3,98,10
7561,2524,28,1,390,10
7562,2525,19,3,74,
7563,2525,17,1,8900,
7564,2526,14,2,1250,10
7565,2526,21,1,110,10
7566,2526,23,3,98,10
7567,2526,13,1,980,10
7568,2526,8,1,210,10
7569,2527,14,1,1250,12
7570,2527,5,1,680,12
7571,2527,3,2,740,12
7572,2527,11,2,520,12
7573,2528,21,2,110,6
7574,2528,8,3,210,6
7575,2529,8,3,210,6
7576,2529,28,3,390,6
7577,2529,11,3,520,6
7578,2529,25,1,475,6
7579,2530,12,1,185,8
7580,2530,27,2,720,8
7581,2530,21,3,110,8
7582,2530,19,3,74,8
7583,2531,25,1,475,10
7584,2531,7,2,1460,10
7585,2531,19,1,74,10
7586,2532,17,2,8900,4
7587,2532,19,2,74,4
7588,2532,14,1,1250,4
7589,2532,29,3,580,4
7590,2533,24,2,260,
7591,2533,20,1,620,
7592,2533,13,3,980,
7593,2534,21,3,110,10
7594,2534,23,2,98,10
7595,2534,7,2,1460,10
7596,2534,31,2,88,10
7597,2535,28,3,390,9
7598,2536,29,1,580,4
7599,2536,8,3,210,4
7600,2536,10,2,275,4
7601,2537,30,1,46,5
7602,2537,11,3,520,5
7603,2537,20,3,620,5
7604,2537,10,2,275,5
7605,2537,25,3,475,5
7606,2538,26,2,340,11
7607,2538,31,1,88,11
7608,2538,26,3,340,11
7609,2538,2,3,18400,11
7610,2539,22,2,132,3
7611,2539,17,1,8900,3
7612,2539,19,1,74,3
7613,2539,9,1,390,3
7614,2539,18,2,430,3
7615,2540,20,2,620,12
7616,2540,22,2,132,12
7617,2540,15,1,360,12
7618,2541,3,3,740,
7619,2541,5,3,680,
7620,2542,20,3,620,1
7621,2542,2,3,18400,1
7622,2542,31,3,88,1
7623,2543,18,2,430,12
7624,2543,15,1,360,12
7625,2543,6,2,145,12
7626,2543,4,1,92,12
7627,2543,21,2,110,12
7628,2544,31,2,88,11
7629,2544,13,1,980,11
7630,2545,11,2,520,7
7631,2546,29,2,580,4
7632,2546,3,2,740,4
7633,2547,28,1,390,11
7634,2547,30,3,46,11
7635,2548,10,3,275,11
7636,2548,3,3,740,11
7637,2548,9,3,390,11
7638,2549,24,2,260,
7639,2549,13,3,980,
7640,2549,21,1,110,
7641,2549,24,2,260,
7642,2549,23,3,98,
7643,2550,21,3,110,12
7644,2550,1,2,1280,12
7645,2550,25,1,475,12
7646,2551,31,3,88,7
7647,2551,9,2,390,7
7648,2551,6,1,145,7
7649,2551,20,1,620,7
7650,2552,13,3,980,9
7651,2552,9,2,390,9
7652,2552,27,3,720,9
7653,2552,17,2,8900,9
7654,2553,2,1,18400,7
7655,2553,18,2,430,7
7656,2553,19,2,74,7
7657,2553,2,2,18400,7
7658,2553,5,2,680,7
7659,2554,5,2,680,6
7660,2555,19,3,74,8
7661,2555,15,1,360,8
7662,2555,14,1,1250,8
7663,2555,29,1,580,8
7664,2555,18,1,430,8
7665,2556,3,1,740,10
7666,2556,16,3,5200,10
7667,2556,10,2,275,10
7668,2556,1,3,1280,10
7669,2557,6,2,145,
7670,2557,14,3,1250,
7671,2557,4,2,92,
7672,2557,31,3,88,
7673,2558,26,2,340,9
7674,2558,4,2,92,9
7675,2558,3,1,740,9
7676,2559,19,3,74,8
7677,2559,8,3,210,8
7678,2560,25,1,475,4
7679,2560,26,3,340,4
7680,2560,26,3,340,4
7681,2560,22,1,132,4
7682,2561,5,3,680,12
7683,2562,8,1,210,10
7684,2562,29,3,580,10
7685,2562,31,1,88,10
7686,2563,14,3,1250,3
7687,2563,25,2,475,3
7688,2563,2,1,18400,3
7689,2563,24,1,260,3
7690,2564,11,1,520,12
7691,2564,16,1,5200,12
7692,2564,29,2,580,12
7693,2565,10,2,275,
7694,2566,17,1,8900,9
7695,2567,17,2,8900,5
7696,2568,6,1,145,2
7697,2568,14,3,1250,2
7698,2569,28,3,390,7
7699,2569,16,1,5200,7
7700,2569,23,3,98,7
7701,2570,4,2,92,11
7702,2570,19,3,74,11
7703,2570,4,3,92,11
7704,2570,20,1,620,11
7705,2571,12,2,185,4
7706,2571,29,3,580,4
7707,2572,18,1,430,3
7708,2572,16,1,5200,3
7709,2572,30,1,46,3
7710,2572,6,3,145,3
7711,2573,11,1,520,
7712,2574,11,1,520,8
7713,2575,7,2,1460,10
7714,2575,27,2,720,10
7715,2575,15,2,360,10
7716,2575,6,1,145,10
7717,2575,1,2,1280,10
7718,2576,19,3,74,2
7719,2576,17,2,8900,2
7720,2577,10,3,275,11
7721,2577,25,3,475,11
7722,2577,1,2,1280,11
7723,2577,17,3,8900,11
7724,2577,10,3,275,11
7725,2578,22,2,132,12
7726,2578,26,3,340,12
7727,2578,27,1,720,12
7728,2578,10,3,275,12
7729,2579,9,1,390,6
7730,2580,30,2,46,5
7731,2580,5,2,680,5
7732,2580,4,1,92,5
7733,2580,26,1,340,5
7734,2581,17,3,8900,
7735,2581,8,2,210,
7736,2581,1,2,1280,
7737,2581,28,1,390,
7738,2582,26,2,340,11
7739,2582,6,3,145,11
7740,2583,25,3,475,6
7741,2583,4,2,92,6
7742,2583,20,3,620,6
7743,2583,24,1,260,6
7744,2584,30,1,46,8
7745,2584,5,2,680,8
7746,2584,27,3,720,8
7747,2584,17,2,8900,8
7748,2585,27,1,720,12
7749,2585,12,1,185,12
7750,2585,14,3,1250,12
7751,2585,23,2,98,12
7752,2586,14,2,1250,8
7753,2586,27,1,720,8
7754,2587,6,3,145,12
7755,2587,22,3,132,12
7756,2587,25,2,475,12
7757,2587,22,1,132,12
7758,2588,17,3,8900,3
7759,2588,25,2,475,3
7760,2588,2,3,18400,3
7761,2588,10,3,275,3
7762,2588,6,1,145,3
7763,2589,18,2,430,
7764,2589,2,1,18400,
7765,2589,6,3,145,
7766,2590,20,2,620,2
7767,2591,30,2,46,1
7768,2591,3,2,740,1
7769,2592,17,2,8900,1
7770,2592,6,2,145,1
7771,2592,22,3,132,1
7772,2592,20,1,620,1
7773,2593,12,2,185,2
7774,2593,13,1,980,2
7775,2593,14,2,1250,2
7776,2594,25,1,475,5
7777,2594,2,1,18400,5
7778,2594,28,3,390,5
7779,2595,14,2,1250,2
7780,2595,8,3,210,2
7781,2595,23,2,98,2
7782,2596,22,3,132,9
7783,2596,25,3,475,9
7784,2597,23,3,98,
7785,2598,8,2,210,3
7786,2598,17,2,8900,3
7787,2598,13,3,980,3
7788,2598,27,1,720,3
7789,2598,31,1,88,3
7790,2599,7,3,1460,9
7791,2599,7,2,1460,9
7792,2599,14,1,1250,9
7793,2599,15,1,360,9
7794,2599,6,2,145,9
7795,2600,7,3,1460,2
