forecast_id,product_id,region,forecast_date,predicted_demand,confidence_low,confidence_high,social_factor,model_version,explanation,created_at
249,27,Portland Indie Festival Market,2026-05-14,330,257,409,1.41,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
250,27,Philadelphia Documentary Forum Market,2026-05-15,340,265,421,1.44,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
251,27,Phoenix FAST Channel Region,2026-05-16,350,273,434,1.47,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
252,27,Tampa Subscriber Winback Market,2026-05-17,360,281,446,1.5,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
253,27,Northeast Streaming Corridor,2026-05-18,370,289,459,1.53,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
254,27,Southern Sports Rights Belt,2026-05-19,381,297,472,1.56,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""very_high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
255,27,West Coast Streaming Launch Belt,2026-05-20,339,265,421,1.38,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
256,27,Florida Family Watch Zone,2026-05-21,350,273,434,1.41,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
257,27,Pacific Northwest Creator Cluster,2026-05-22,360,281,446,1.44,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
258,27,Mountain West Live Event Operations Zone,2026-05-23,370,289,459,1.47,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
259,27,Texas Subscriber Monetization Arc,2026-05-24,381,297,472,1.5,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
260,27,Midwest Sports Replay Cluster,2026-05-25,392,306,486,1.53,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
261,27,Southeast Premiere Belt,2026-05-26,402,314,499,1.56,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""very_high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
262,27,Las Vegas Live Event Market,2026-05-27,359,280,445,1.38,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
263,27,Boston Premium Original Market,2026-05-28,369,288,458,1.41,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
264,27,Washington Trust and Safety Region,2026-05-29,380,297,471,1.44,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
265,27,Nashville Music Livestream Region,2026-05-30,391,305,485,1.47,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
266,27,San Diego Streaming Launch Market,2026-05-31,402,314,498,1.5,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
267,27,Honolulu International Drama Market,2026-06-01,413,322,512,1.53,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
268,27,Charlotte Matchday Belt,2026-06-02,424,331,526,1.56,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""very_high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
269,27,Portland Indie Festival Market,2026-06-03,378,295,469,1.38,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
270,27,Philadelphia Documentary Forum Market,2026-06-04,389,304,483,1.41,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access""],""content_asset"":""Premium Storefront Creator Bundle"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
271,30,Las Vegas Live Event Market,2026-05-06,350,273,434,1.49,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
272,30,Boston Premium Original Market,2026-05-07,362,282,449,1.52,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
273,30,Washington Trust and Safety Region,2026-05-08,374,291,463,1.55,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
274,30,Nashville Music Livestream Region,2026-05-09,386,301,478,1.58,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""very_high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
275,30,San Diego Streaming Launch Market,2026-05-10,398,310,493,1.61,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""very_high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
276,30,Honolulu International Drama Market,2026-05-11,410,320,508,1.64,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""very_high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
277,30,Charlotte Matchday Belt,2026-05-12,423,330,524,1.67,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""very_high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
278,30,Portland Indie Festival Market,2026-05-13,381,298,473,1.49,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
279,30,Philadelphia Documentary Forum Market,2026-05-14,394,307,488,1.52,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
280,30,Phoenix FAST Channel Region,2026-05-15,406,317,504,1.55,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
281,30,Tampa Subscriber Winback Market,2026-05-16,419,327,519,1.58,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""very_high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
282,30,Northeast Streaming Corridor,2026-05-17,431,337,535,1.61,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""very_high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
283,30,Southern Sports Rights Belt,2026-05-18,444,347,551,1.64,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""very_high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
284,30,West Coast Streaming Launch Belt,2026-05-19,458,357,567,1.67,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""very_high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
285,30,Florida Family Watch Zone,2026-05-20,413,322,512,1.49,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
286,30,Pacific Northwest Creator Cluster,2026-05-21,426,332,528,1.52,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
287,30,Mountain West Live Event Operations Zone,2026-05-22,439,342,544,1.55,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
288,30,Texas Subscriber Monetization Arc,2026-05-23,452,352,560,1.58,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""very_high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
289,30,Midwest Sports Replay Cluster,2026-05-24,465,363,577,1.61,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""very_high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
290,30,Southeast Premiere Belt,2026-05-25,479,374,594,1.64,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""very_high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
291,30,Las Vegas Live Event Market,2026-05-26,493,384,611,1.67,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""very_high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
292,30,Boston Premium Original Market,2026-05-27,444,346,551,1.49,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
293,30,Washington Trust and Safety Region,2026-05-28,458,357,567,1.52,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
294,30,Nashville Music Livestream Region,2026-05-29,471,368,584,1.55,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
295,30,San Diego Streaming Launch Market,2026-05-30,485,378,601,1.58,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""very_high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
296,30,Honolulu International Drama Market,2026-05-31,499,389,619,1.61,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""very_high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
297,30,Charlotte Matchday Belt,2026-06-01,513,400,637,1.64,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""very_high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
298,30,Portland Indie Festival Market,2026-06-02,528,412,654,1.67,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""very_high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
299,30,Philadelphia Documentary Forum Market,2026-06-03,475,371,589,1.49,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
300,30,Phoenix FAST Channel Region,2026-06-04,489,382,607,1.52,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations""],""content_asset"":""Subscription Save Offer"",""confidence"":""high"",""alert"":""pre_position_campaign_inventory""}",2026-05-05T16:30:00Z
301,31,Boston Premium Original Market,2026-05-06,265,206,328,1.05,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
302,31,Washington Trust and Safety Region,2026-05-07,276,216,343,1.08,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
303,31,Nashville Music Livestream Region,2026-05-08,289,225,358,1.11,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
304,31,San Diego Streaming Launch Market,2026-05-09,301,235,373,1.14,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
305,31,Honolulu International Drama Market,2026-05-10,314,245,389,1.17,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
306,31,Charlotte Matchday Belt,2026-05-11,326,255,405,1.2,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
307,31,Portland Indie Festival Market,2026-05-12,339,265,421,1.23,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
308,31,Philadelphia Documentary Forum Market,2026-05-13,294,229,365,1.05,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
309,31,Phoenix FAST Channel Region,2026-05-14,307,239,380,1.08,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
310,31,Tampa Subscriber Winback Market,2026-05-15,320,249,396,1.11,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
311,31,Northeast Streaming Corridor,2026-05-16,333,260,413,1.14,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
312,31,Southern Sports Rights Belt,2026-05-17,346,270,429,1.17,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
313,31,West Coast Streaming Launch Belt,2026-05-18,360,281,446,1.2,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
314,31,Florida Family Watch Zone,2026-05-19,374,292,464,1.23,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
315,31,Pacific Northwest Creator Cluster,2026-05-20,323,252,401,1.05,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
316,31,Mountain West Live Event Operations Zone,2026-05-21,337,263,418,1.08,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
317,31,Texas Subscriber Monetization Arc,2026-05-22,351,274,435,1.11,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
318,31,Midwest Sports Replay Cluster,2026-05-23,365,285,452,1.14,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
319,31,Southeast Premiere Belt,2026-05-24,379,296,470,1.17,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
320,31,Las Vegas Live Event Market,2026-05-25,394,307,488,1.2,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
321,31,Boston Premium Original Market,2026-05-26,408,319,506,1.23,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
322,31,Washington Trust and Safety Region,2026-05-27,353,275,437,1.05,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
323,31,Nashville Music Livestream Region,2026-05-28,367,286,455,1.08,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
324,31,San Diego Streaming Launch Market,2026-05-29,382,298,473,1.11,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
325,31,Honolulu International Drama Market,2026-05-30,397,309,492,1.14,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
326,31,Charlotte Matchday Belt,2026-05-31,412,321,511,1.17,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
327,31,Portland Indie Festival Market,2026-06-01,427,333,530,1.2,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
328,31,Philadelphia Documentary Forum Market,2026-06-02,443,345,549,1.23,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
329,31,Phoenix FAST Channel Region,2026-06-03,382,298,474,1.05,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
330,31,Tampa Subscriber Winback Market,2026-06-04,397,310,493,1.08,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand""],""content_asset"":""Watch Time Booster Experiment"",""confidence"":""high"",""alert"":""activate_retention_offer""}",2026-05-05T16:30:00Z
331,35,Washington Trust and Safety Region,2026-05-06,312,243,387,1.16,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
332,35,Nashville Music Livestream Region,2026-05-07,326,254,404,1.19,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
333,35,San Diego Streaming Launch Market,2026-05-08,340,265,422,1.22,media_signal_v2,"{""model"":""media_signal_v2"",""drivers"":[""watch_time"",""churn_risk"",""season_access"",""live_event_operations"",""regional_ad_demand"",""creator_momentum""],""content_asset"":""Trust and Safety Moderation Burst"",""confidence"":""high"",""alert"":""reserve_rights_capacity""}",2026-05-05T16:30:00Z
