VENDOR_SK,SOURCE_SYSTEM,SOURCE_VENDOR_ID,VENDOR_NAME,REGION,RATING,ONBOARDING_DATE,INSERT_DT,UPDATE_DT
529,Oracle Fusion,529,Vendor 529,NA,4.4,2024-03-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
530,Oracle Fusion,530,Vendor 530,EMEA,3.3,2022-11-17T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
531,Oracle Fusion,531,Vendor 531,LATAM,4.5,2021-06-27T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
532,Oracle Fusion,532,Vendor 532,NA,3.1,2022-07-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
533,Oracle Fusion,533,Vendor 533,EMEA,4.4,2024-02-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
534,Oracle Fusion,534,Vendor 534,NA,4.6,2021-03-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
535,Oracle Fusion,535,Vendor 535,NA,4.5,2022-06-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
536,Oracle Fusion,536,Vendor 536,EMEA,4.4,2024-04-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
537,Oracle Fusion,537,Vendor 537,NA,4.5,2021-09-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
538,Oracle Fusion,538,Vendor 538,NA,3,2025-05-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
539,Oracle Fusion,539,Vendor 539,NA,2.9,2025-07-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
540,Oracle Fusion,540,Vendor 540,APAC,3.8,2025-03-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
541,Oracle Fusion,541,Vendor 541,LATAM,4.7,2024-04-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
542,Oracle Fusion,542,Vendor 542,NA,5,2021-04-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
543,Oracle Fusion,543,Vendor 543,NA,3.8,2021-12-15T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
544,Oracle Fusion,544,Vendor 544,EMEA,3.2,2023-10-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
545,Oracle Fusion,545,Vendor 545,NA,4.2,2023-06-19T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
546,Oracle Fusion,546,Vendor 546,NA,3.9,2023-06-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
547,Oracle Fusion,547,Vendor 547,NA,3.4,2025-01-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
548,Oracle Fusion,548,Vendor 548,NA,4.7,2023-04-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
549,Oracle Fusion,549,Vendor 549,NA,4.1,2022-09-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
550,Oracle Fusion,550,Vendor 550,EMEA,3.7,2021-07-13T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
551,Oracle Fusion,551,Vendor 551,NA,3.2,2024-10-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
552,Oracle Fusion,552,Vendor 552,NA,3.6,2021-03-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
553,Oracle Fusion,553,Vendor 553,NA,3.4,2022-10-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
554,Oracle Fusion,554,Vendor 554,EMEA,3.4,2023-11-13T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
555,Oracle Fusion,555,Vendor 555,NA,4.5,2021-02-15T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
556,Oracle Fusion,556,Vendor 556,NA,4.9,2024-01-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
557,Oracle Fusion,557,Vendor 557,EMEA,4.2,2021-01-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
558,Oracle Fusion,558,Vendor 558,EMEA,5,2023-06-14T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
559,Oracle Fusion,559,Vendor 559,EMEA,4.5,2022-04-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
560,Oracle Fusion,560,Vendor 560,NA,3.9,2024-04-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
561,Oracle Fusion,561,Vendor 561,EMEA,4,2024-02-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
562,Oracle Fusion,562,Vendor 562,NA,3.7,2021-09-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
563,Oracle Fusion,563,Vendor 563,NA,4.2,2024-03-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
564,Oracle Fusion,564,Vendor 564,LATAM,3.8,2022-12-31T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
565,Oracle Fusion,565,Vendor 565,NA,3.8,2023-10-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
566,Oracle Fusion,566,Vendor 566,NA,4.1,2025-08-09T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
567,Oracle Fusion,567,Vendor 567,NA,4.7,2022-04-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
568,Oracle Fusion,568,Vendor 568,EMEA,3,2023-11-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
569,Oracle Fusion,569,Vendor 569,APAC,3.7,2025-09-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
570,Oracle Fusion,570,Vendor 570,NA,4.7,2025-02-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
571,Oracle Fusion,571,Vendor 571,EMEA,4.7,2023-10-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
572,Oracle Fusion,572,Vendor 572,EMEA,4.4,2024-08-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
573,Oracle Fusion,573,Vendor 573,NA,4.9,2025-09-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
574,Oracle Fusion,574,Vendor 574,EMEA,3.7,2021-02-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
575,Oracle Fusion,575,Vendor 575,NA,4.4,2024-10-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
576,Oracle Fusion,576,Vendor 576,NA,3.2,2022-09-21T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
577,Oracle Fusion,577,Vendor 577,EMEA,4.2,2022-04-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
578,Oracle Fusion,578,Vendor 578,NA,4.7,2021-11-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
579,Oracle Fusion,579,Vendor 579,NA,4.5,2023-06-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
580,Oracle Fusion,580,Vendor 580,EMEA,3.2,2025-03-17T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
581,Oracle Fusion,581,Vendor 581,LATAM,4.9,2021-05-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
582,Oracle Fusion,582,Vendor 582,EMEA,3.4,2022-08-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
583,Oracle Fusion,583,Vendor 583,EMEA,4.8,2024-04-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
584,Oracle Fusion,584,Vendor 584,EMEA,3,2022-06-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
585,Oracle Fusion,585,Vendor 585,LATAM,3.2,2022-12-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
586,Oracle Fusion,586,Vendor 586,APAC,4.8,2024-08-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
587,Oracle Fusion,587,Vendor 587,APAC,3.3,2023-03-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
588,Oracle Fusion,588,Vendor 588,LATAM,4.7,2022-08-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
589,Oracle Fusion,589,Vendor 589,NA,4.1,2024-05-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
590,Oracle Fusion,590,Vendor 590,EMEA,4.4,2021-06-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
591,Oracle Fusion,591,Vendor 591,LATAM,4.9,2021-02-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
592,Oracle Fusion,592,Vendor 592,EMEA,3.7,2023-09-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
593,Oracle Fusion,593,Vendor 593,APAC,2.9,2025-09-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
594,Oracle Fusion,594,Vendor 594,NA,4,2023-09-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
595,Oracle Fusion,595,Vendor 595,APAC,3.8,2024-05-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
596,Oracle Fusion,596,Vendor 596,APAC,3.3,2024-01-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
597,Oracle Fusion,597,Vendor 597,LATAM,4.7,2021-04-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
598,Oracle Fusion,598,Vendor 598,LATAM,3.8,2024-01-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
599,Oracle Fusion,599,Vendor 599,APAC,2.9,2023-12-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
600,Oracle Fusion,600,Vendor 600,NA,3.5,2021-12-31T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
601,Oracle Fusion,601,Vendor 601,EMEA,4.3,2023-10-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
602,Oracle Fusion,602,Vendor 602,APAC,4.1,2023-05-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
603,Oracle Fusion,603,Vendor 603,EMEA,3.8,2021-03-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
604,Oracle Fusion,604,Vendor 604,LATAM,4.4,2025-08-15T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
605,Oracle Fusion,605,Vendor 605,NA,4.6,2022-09-15T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
606,Oracle Fusion,606,Vendor 606,EMEA,4,2023-10-15T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
607,Oracle Fusion,607,Vendor 607,NA,4.4,2022-03-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
608,Oracle Fusion,608,Vendor 608,APAC,2.9,2021-05-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
609,Oracle Fusion,609,Vendor 609,NA,3.7,2025-12-14T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
610,Oracle Fusion,610,Vendor 610,APAC,4.3,2023-11-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
611,Oracle Fusion,611,Vendor 611,EMEA,4.7,2021-01-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
612,Oracle Fusion,612,Vendor 612,NA,2.9,2023-03-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
613,Oracle Fusion,613,Vendor 613,NA,4.4,2021-03-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
614,Oracle Fusion,614,Vendor 614,EMEA,4.9,2025-11-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
615,Oracle Fusion,615,Vendor 615,LATAM,3.7,2024-06-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
616,Oracle Fusion,616,Vendor 616,APAC,3.5,2021-02-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
617,Oracle Fusion,617,Vendor 617,NA,3.8,2021-12-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
618,Oracle Fusion,618,Vendor 618,NA,3.7,2022-09-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
619,Oracle Fusion,619,Vendor 619,NA,3.4,2023-04-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
620,Oracle Fusion,620,Vendor 620,NA,4.2,2025-09-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
621,Oracle Fusion,621,Vendor 621,EMEA,3.1,2024-09-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
622,Oracle Fusion,622,Vendor 622,APAC,4.9,2023-02-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
623,Oracle Fusion,623,Vendor 623,NA,4.4,2021-10-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
624,Oracle Fusion,624,Vendor 624,LATAM,4.7,2024-10-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
625,Oracle Fusion,625,Vendor 625,NA,3.8,2025-05-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
626,Oracle Fusion,626,Vendor 626,EMEA,3.5,2022-08-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
627,Oracle Fusion,627,Vendor 627,EMEA,3.6,2024-05-31T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
628,Oracle Fusion,628,Vendor 628,NA,3.2,2023-04-21T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
629,Oracle Fusion,629,Vendor 629,EMEA,4.5,2022-12-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
630,Oracle Fusion,630,Vendor 630,NA,2.8,2022-01-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
631,Oracle Fusion,631,Vendor 631,EMEA,3.1,2021-09-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
632,Oracle Fusion,632,Vendor 632,APAC,3.7,2022-04-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
633,Oracle Fusion,633,Vendor 633,APAC,3,2025-01-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
634,Oracle Fusion,634,Vendor 634,APAC,3.9,2024-11-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
635,Oracle Fusion,635,Vendor 635,NA,2.9,2024-02-13T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
636,Oracle Fusion,636,Vendor 636,APAC,4.4,2024-06-29T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
637,Oracle Fusion,637,Vendor 637,EMEA,5,2024-12-06T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
638,Oracle Fusion,638,Vendor 638,EMEA,3.9,2025-03-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
639,Oracle Fusion,639,Vendor 639,NA,3.2,2025-10-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
640,Oracle Fusion,640,Vendor 640,NA,3.1,2025-08-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
641,Oracle Fusion,641,Vendor 641,NA,3.1,2024-09-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
642,Oracle Fusion,642,Vendor 642,NA,2.9,2024-07-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
643,Oracle Fusion,643,Vendor 643,APAC,3.2,2024-10-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
644,Oracle Fusion,644,Vendor 644,NA,3.7,2022-04-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
645,Oracle Fusion,645,Vendor 645,NA,4.3,2025-11-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
646,Oracle Fusion,646,Vendor 646,NA,3.8,2023-02-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
647,Oracle Fusion,647,Vendor 647,NA,4.4,2024-12-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
648,Oracle Fusion,648,Vendor 648,EMEA,4.7,2021-03-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
649,Oracle Fusion,649,Vendor 649,LATAM,3.7,2024-06-17T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
650,Oracle Fusion,650,Vendor 650,EMEA,4.4,2024-03-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
651,Oracle Fusion,651,Vendor 651,NA,3.9,2024-11-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
652,Oracle Fusion,652,Vendor 652,EMEA,4.7,2023-08-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
653,Oracle Fusion,653,Vendor 653,NA,3,2021-09-10T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
654,Oracle Fusion,654,Vendor 654,NA,3,2025-01-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
655,Oracle Fusion,655,Vendor 655,EMEA,3.7,2025-05-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
656,Oracle Fusion,656,Vendor 656,APAC,2.9,2025-03-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
657,Oracle Fusion,657,Vendor 657,APAC,3,2025-03-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
658,Oracle Fusion,658,Vendor 658,NA,4,2025-09-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
659,Oracle Fusion,659,Vendor 659,NA,4.7,2023-10-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
660,Oracle Fusion,660,Vendor 660,EMEA,4.7,2023-01-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
661,Oracle Fusion,661,Vendor 661,EMEA,4.6,2022-05-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
662,Oracle Fusion,662,Vendor 662,APAC,4.4,2024-07-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
663,Oracle Fusion,663,Vendor 663,EMEA,3.8,2024-02-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
664,Oracle Fusion,664,Vendor 664,NA,3.7,2025-04-21T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
665,Oracle Fusion,665,Vendor 665,APAC,4.1,2022-12-21T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
666,Oracle Fusion,666,Vendor 666,EMEA,3.5,2022-01-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
667,Oracle Fusion,667,Vendor 667,LATAM,4.2,2022-12-17T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
668,Oracle Fusion,668,Vendor 668,NA,3.1,2021-07-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
669,Oracle Fusion,669,Vendor 669,EMEA,3.3,2025-10-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
670,Oracle Fusion,670,Vendor 670,APAC,4.2,2024-01-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
671,Oracle Fusion,671,Vendor 671,NA,3.4,2024-09-02T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
672,Oracle Fusion,672,Vendor 672,APAC,4.8,2022-04-30T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
673,Oracle Fusion,673,Vendor 673,NA,3.6,2024-11-28T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
674,Oracle Fusion,674,Vendor 674,NA,4.3,2022-05-14T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
675,Oracle Fusion,675,Vendor 675,EMEA,4.2,2022-01-26T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
676,Oracle Fusion,676,Vendor 676,LATAM,3.7,2023-04-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
677,Oracle Fusion,677,Vendor 677,NA,4.8,2024-05-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
678,Oracle Fusion,678,Vendor 678,NA,3.8,2024-08-31T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
679,Oracle Fusion,679,Vendor 679,NA,4.5,2024-07-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
680,Oracle Fusion,680,Vendor 680,NA,4.4,2023-07-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
681,Oracle Fusion,681,Vendor 681,LATAM,3.4,2022-05-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
682,Oracle Fusion,682,Vendor 682,APAC,4.5,2023-07-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
683,Oracle Fusion,683,Vendor 683,NA,3.3,2023-06-09T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
684,Oracle Fusion,684,Vendor 684,NA,3.1,2024-08-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
685,Oracle Fusion,685,Vendor 685,APAC,4.3,2023-04-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
686,Oracle Fusion,686,Vendor 686,NA,4.5,2023-04-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
687,Oracle Fusion,687,Vendor 687,LATAM,4.1,2023-02-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
688,Oracle Fusion,688,Vendor 688,APAC,4,2021-07-20T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
689,Oracle Fusion,689,Vendor 689,NA,2.8,2025-03-01T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
690,Oracle Fusion,690,Vendor 690,EMEA,3.9,2023-01-23T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
691,Oracle Fusion,691,Vendor 691,NA,3.2,2025-09-05T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
692,Oracle Fusion,692,Vendor 692,LATAM,4.6,2024-05-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
693,Oracle Fusion,693,Vendor 693,APAC,3.1,2022-01-04T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
694,Oracle Fusion,694,Vendor 694,EMEA,3,2024-07-07T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
695,Oracle Fusion,695,Vendor 695,NA,3.7,2021-08-22T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
696,Oracle Fusion,696,Vendor 696,LATAM,4.2,2022-05-18T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
697,Oracle Fusion,697,Vendor 697,EMEA,3,2025-03-03T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
698,Oracle Fusion,698,Vendor 698,NA,3.7,2022-01-11T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
699,Oracle Fusion,699,Vendor 699,EMEA,3.6,2025-08-12T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
700,Oracle Fusion,700,Vendor 700,NA,3.3,2021-11-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
701,Oracle Fusion,701,Vendor 701,APAC,4.2,2024-11-16T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
702,Oracle Fusion,702,Vendor 702,APAC,3.4,2024-01-24T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
703,Oracle Fusion,703,Vendor 703,EMEA,5,2022-06-25T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
704,Oracle Fusion,704,Vendor 704,NA,4.7,2021-03-08T00:00:00Z,2026-03-29T02:30:28.483044Z,2026-03-29T02:30:28.483044Z
