OPPORTUNITY_SK,OPPORTUNITY_ID,PARTNER_CUSTOMER_SK,STAGE_SK,CREATED_DATE_KEY,EXPECTED_CLOSE_DATE_KEY,AMOUNT_AMT,PROBABILITY_PCT,REGION,IS_CLOSED_FLAG,IS_WON_FLAG,SRC_SYSTEM,CREATED_TS,UPDATED_TS
1682,OPP-4961,2098,1,,20261026,667000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1369,OPP-4591,2065,1,,20260515,709000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1370,OPP-4592,2044,1,,20260323,1394000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1371,OPP-4594,2055,2,,20260408,1563000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1904,OPP-5231,2075,3,,20260523,80000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1905,OPP-5233,2090,2,,20260611,705000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1906,OPP-5234,2099,3,,20260412,1056000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1907,OPP-5235,2034,2,,20260616,962000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1908,OPP-5236,2081,1,,20261116,1353000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1909,OPP-5237,2076,1,,20260507,961000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1910,OPP-5238,2076,2,,20260906,1353000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1911,OPP-5239,2046,1,,20260419,1294000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1912,OPP-5240,2043,1,,20260928,978000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1913,OPP-5241,2046,2,,20260531,1875000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1914,OPP-5242,2024,2,,20261022,1124000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1915,OPP-5243,2079,6,,20251219,1662000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1916,OPP-5245,2087,2,,20260816,993000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1917,OPP-5247,2100,6,,20251214,877000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1918,OPP-5248,2066,2,,20260311,340000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1919,OPP-5249,2073,1,,20261120,411000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1920,OPP-5250,2043,6,,20251001,1363000,,EMEA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1921,OPP-5251,2099,1,,20260802,1628000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1922,OPP-5252,2022,1,,20261017,815000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1923,OPP-5254,2031,2,,20260407,383000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1924,OPP-5255,2032,2,,20260412,1488000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1925,OPP-5256,2021,1,,20260227,982000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1926,OPP-5257,2088,2,,20261024,1131000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1372,OPP-4595,2032,2,,20261113,387000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1373,OPP-4596,2032,2,,20260709,1440000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1374,OPP-4597,2091,5,,20251018,975000,,LATAM,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1375,OPP-4598,2076,1,,20260601,1755000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1376,OPP-4599,2017,4,,20260622,251000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1377,OPP-4603,2055,4,,20260618,693000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1378,OPP-4604,2083,3,,20261113,879000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1379,OPP-4605,2047,1,,20260422,556000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1380,OPP-4606,2041,2,,20260927,510000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1381,OPP-4607,2007,1,,20260317,6000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1382,OPP-4608,2061,4,,20260613,589000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1383,OPP-4609,2033,2,,20261003,383000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1384,OPP-4610,2015,3,,20260815,628000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1385,OPP-4611,2047,1,,20260502,683000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1386,OPP-4612,2078,6,,20260126,1088000,,APAC,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1387,OPP-4615,2084,6,,20250908,1206000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1388,OPP-4616,2013,1,,20261011,1900000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1389,OPP-4617,2061,1,,20260729,1490000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1390,OPP-4618,2020,6,,20260112,1481000,,EMEA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1391,OPP-4619,2071,1,,20260603,861000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1392,OPP-4620,2047,5,,20260119,716000,,APAC,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1393,OPP-4623,2073,5,,20251111,98000,,EMEA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1394,OPP-4624,2088,1,,20260916,1018000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1927,OPP-5260,2042,2,,20260917,1588000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1928,OPP-5261,2010,2,,20260914,1098000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1929,OPP-5262,2078,2,,20260310,459000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1930,OPP-5263,2044,1,,20260901,746000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1931,OPP-5264,2010,3,,20260916,1878000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1932,OPP-5265,2025,4,,20260506,1028000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1933,OPP-5266,2012,1,,20260729,896000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1934,OPP-5267,2020,2,,20260528,876000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1935,OPP-5268,2062,2,,20260911,1387000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1936,OPP-5269,2021,1,,20260928,372000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1937,OPP-5271,2002,2,,20260920,1650000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1938,OPP-5272,2065,1,,20260501,1181000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1939,OPP-5274,2007,5,,20251215,1584000,,LATAM,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1940,OPP-5275,2082,2,,20260707,1524000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1941,OPP-5276,2100,1,,20261109,768000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1942,OPP-5277,2023,3,,20260830,233000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1943,OPP-5279,2079,2,,20260606,1059000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1944,OPP-5280,2060,6,,20251218,104000,,LATAM,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1945,OPP-5281,2063,2,,20260428,1782000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1946,OPP-5283,2044,5,,20251101,876000,,APAC,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1947,OPP-5284,2035,5,,20250904,1116000,,APAC,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1948,OPP-5285,2003,1,,20260826,859000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1949,OPP-5287,2005,4,,20260826,1503000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1395,OPP-4625,2097,3,,20260520,901000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1396,OPP-4626,2078,3,,20260912,825000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1397,OPP-4627,2021,2,,20260530,12000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1398,OPP-4628,2066,3,,20260301,1805000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1399,OPP-4630,2029,2,,20260426,355000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1400,OPP-4631,2082,1,,20260724,85000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1401,OPP-4632,2007,1,,20260504,558000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1402,OPP-4633,2015,4,,20260612,1099000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1403,OPP-4634,2011,1,,20260901,669000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1404,OPP-4635,2079,5,,20251002,841000,,APAC,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1405,OPP-4636,2002,2,,20260326,1286000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1406,OPP-4638,2084,1,,20260908,1941000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1407,OPP-4639,2042,2,,20261009,456000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1408,OPP-4640,2058,2,,20260915,323000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1409,OPP-4641,2062,2,,20260901,308000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1410,OPP-4642,2024,1,,20260528,945000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1411,OPP-4643,2094,1,,20261103,1936000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1412,OPP-4644,2021,1,,20260307,640000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1413,OPP-4645,2019,1,,20260601,147000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1414,OPP-4646,2083,1,,20260630,936000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1415,OPP-4648,2049,6,,20260130,209000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1416,OPP-4650,2099,6,,20251001,513000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1417,OPP-4651,2081,1,,20260509,1927000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1950,OPP-5288,2011,3,,20260702,363000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1951,OPP-5289,2019,3,,20260430,1493000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1952,OPP-5290,2036,4,,20261003,1833000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1953,OPP-5291,2094,2,,20260629,1886000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1954,OPP-5292,2042,3,,20260317,161000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1955,OPP-5294,2093,4,,20260908,1054000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1956,OPP-5295,2052,1,,20260729,870000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1957,OPP-5296,2084,1,,20260706,1482000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1958,OPP-5297,2015,6,,20251217,1981000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1959,OPP-5298,2066,1,,20260730,1265000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1960,OPP-5299,2074,3,,20260322,771000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1961,OPP-5300,2096,3,,20261006,567000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1962,OPP-5301,2086,5,,20251107,1032000,,EMEA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1963,OPP-5302,2037,1,,20260528,1393000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1964,OPP-5303,2003,2,,20260921,429000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1965,OPP-5305,2029,4,,20260415,458000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1966,OPP-5306,2079,1,,20260618,135000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1967,OPP-5307,2077,2,,20260928,1305000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1968,OPP-5308,2072,2,,20261026,1909000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1969,OPP-5309,2045,1,,20260818,659000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1970,OPP-5311,2050,3,,20260523,1383000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1971,OPP-5312,2074,2,,20260313,1358000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1972,OPP-5313,2027,1,,20260820,175000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1418,OPP-4652,2014,4,,20260301,1966000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1419,OPP-4653,2018,3,,20260409,419000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1420,OPP-4654,2043,3,,20260519,634000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1421,OPP-4655,2070,3,,20260629,119000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1422,OPP-4656,2016,5,,20260205,1118000,,APAC,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1423,OPP-4657,2038,1,,20260418,1120000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1424,OPP-4658,2029,1,,20260508,7000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1425,OPP-4659,2019,1,,20261001,794000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1426,OPP-4662,2010,2,,20260719,736000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1427,OPP-4663,2011,4,,20260426,743000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1428,OPP-4664,2068,1,,20260527,882000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1429,OPP-4665,2086,2,,20260930,312000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1430,OPP-4666,2037,5,,20260204,1679000,,APAC,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1431,OPP-4667,2064,2,,20260713,1881000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1432,OPP-4668,2092,4,,20260710,1665000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1433,OPP-4669,2084,1,,20260512,1597000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1434,OPP-4670,2058,1,,20260511,804000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1435,OPP-4671,2074,5,,20250915,236000,,LATAM,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1436,OPP-4673,2041,1,,20260910,727000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1437,OPP-4674,2053,3,,20261029,1425000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1438,OPP-4675,2084,4,,20260506,1647000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1439,OPP-4676,2064,2,,20260927,1130000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1440,OPP-4677,2011,3,,20260622,792000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1973,OPP-5314,2097,6,,20251114,602000,,APAC,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1974,OPP-5315,2020,2,,20261022,65000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1975,OPP-5316,2056,4,,20260824,1161000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1976,OPP-5318,2069,3,,20260905,1891000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1977,OPP-5319,2051,1,,20260429,203000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1978,OPP-5320,2038,2,,20260422,1173000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1979,OPP-5321,2053,1,,20260918,1131000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1980,OPP-5323,2014,2,,20260829,1295000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1981,OPP-5324,2069,5,,20260104,1101000,,APAC,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1982,OPP-5328,2088,6,,20260212,357000,,LATAM,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1983,OPP-5329,2054,1,,20260927,2000000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1984,OPP-5331,2003,1,,20260922,1941000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1985,OPP-5332,2081,2,,20260521,1170000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1986,OPP-5333,2096,3,,20260902,51000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1987,OPP-5334,2025,4,,20261113,1773000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1988,OPP-5335,2031,1,,20260901,1485000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1989,OPP-5336,2017,1,,20260607,665000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1990,OPP-5337,2074,2,,20260312,428000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1991,OPP-5340,2021,3,,20260813,1791000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1992,OPP-5341,2096,2,,20260401,19000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1993,OPP-5342,2050,1,,20261118,967000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1994,OPP-5343,2092,1,,20260708,1814000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1995,OPP-5344,2062,3,,20260309,903000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1441,OPP-4678,2100,3,,20261121,1188000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1442,OPP-4679,2031,5,,20260224,183000,,EMEA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1443,OPP-4682,2100,1,,20260828,1743000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1444,OPP-4683,2071,1,,20261018,300000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1445,OPP-4685,2090,1,,20260426,1975000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1446,OPP-4686,2004,5,,20251203,1506000,,EMEA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1447,OPP-4687,2090,5,,20251202,115000,,LATAM,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1448,OPP-4688,2077,1,,20261027,1720000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1449,OPP-4689,2019,1,,20260511,753000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1450,OPP-4690,2073,1,,20260405,30000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1451,OPP-4692,2093,1,,20261023,847000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1452,OPP-4693,2015,2,,20260303,592000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1453,OPP-4694,2097,1,,20260313,1242000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1454,OPP-4695,2055,1,,20260302,816000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1455,OPP-4696,2034,5,,20260117,1461000,,LATAM,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1456,OPP-4697,2021,3,,20260621,872000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1457,OPP-4698,2017,2,,20261119,778000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1458,OPP-4699,2008,6,,20251209,1272000,,EMEA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1459,OPP-4700,2096,2,,20260530,1689000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1460,OPP-4701,2041,3,,20261022,982000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1461,OPP-4702,2007,4,,20260907,342000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1462,OPP-4704,2100,1,,20260829,1240000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1463,OPP-4705,2021,2,,20260627,582000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1996,OPP-5345,2051,5,,20251111,1667000,,NA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1997,OPP-5346,2092,5,,20251130,823000,,NA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1998,OPP-5347,2016,3,,20261002,1617000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1999,OPP-5348,2075,1,,20260709,1557000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
2000,OPP-5349,2053,6,,20251011,755000,,NA,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
2001,OPP-5350,2032,4,,20260508,1874000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
2002,OPP-5351,2043,3,,20260710,203000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
2003,OPP-5352,2091,4,,20261017,1846000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
2004,OPP-5353,2038,3,,20260708,706000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
2005,OPP-5354,2058,5,,20251121,1617000,,LATAM,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
2006,OPP-5355,2077,5,,20260121,568000,,APAC,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
2007,OPP-5356,2037,1,,20260511,1073000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
2008,OPP-5357,2047,1,,20260902,1159000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
2009,OPP-5358,2092,5,,20251115,1939000,,APAC,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
2010,OPP-5359,2057,1,,20261026,1465000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
2011,OPP-5360,2089,5,,20251007,1528000,,APAC,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
2012,OPP-5361,2050,1,,20260724,1764000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
2013,OPP-5362,2028,2,,20260311,1747000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
2014,OPP-5363,2002,3,,20260511,1201000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
2015,OPP-5364,2067,2,,20261112,1531000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
2016,OPP-5366,2067,4,,20261108,648000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
2017,OPP-5368,2049,3,,20260525,996000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
2018,OPP-5369,2040,1,,20260819,465000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1464,OPP-4706,2077,3,,20260330,438000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1465,OPP-4707,2026,1,,20260601,1134000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1466,OPP-4708,2011,4,,20260628,556000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1467,OPP-4709,2007,3,,20261030,98000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1468,OPP-4710,2046,2,,20260802,22000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1469,OPP-4711,2025,6,,20251208,1029000,,APAC,Y,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1470,OPP-4712,2017,2,,20260826,1999000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1471,OPP-4713,2095,5,,20251121,839000,,NA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1472,OPP-4714,2100,3,,20261109,1658000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1473,OPP-4715,2076,1,,20260908,981000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1056,OPP-4222,2088,3,,20260703,1724000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1057,OPP-4224,2069,2,,20260518,1518000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1058,OPP-4225,2051,3,,20260728,188000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1059,OPP-4226,2072,5,,20251003,1489000,,NA,Y,Y,SALESFORCE,2026-03-19T21:20:08.875862Z,
1060,OPP-4227,2065,2,,20260612,1255000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1061,OPP-4228,2091,2,,20260708,1546000,,APAC,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1062,OPP-4230,2077,2,,20261018,1969000,,EMEA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1063,OPP-4231,2001,2,,20260504,1328000,,NA,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
1064,OPP-4232,2002,4,,20260227,1851000,,LATAM,N,N,SALESFORCE,2026-03-19T21:20:08.875862Z,
